season,game_id,away_team_abv,away_team_id,home_team_abv,home_team_id,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,VisTimeouts,HomeTimeouts,BallOn_Side,BallOn_YardNum,DriveNum,pos_team_ID,PossTeamAbv,LastPlaySummary,LastPlayStatus,home_team_has_pos,yardline_100,VisScore,HomeScore,Down,Distance,MapRoleKicker,FootballStatus,FootballPlayResult,FootballKickYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRoleRusher,MapRoleTackler1,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRolePasser,MapRoleReceiver,MapRoleTackler2,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,FootballMainScoringPlay,MapRoleQbHitter,MapRoleKickreturner,FootballKickRetYards,MapRoleSacker1,MapRoleSacker2,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,FootballZone,FootballTimeoutTeamId,MapRolePassDefender,FootballConvAttPts,punt_attempt
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,27,1678050652.0,58252,2023-03-05 16:10:52.000000,EventFootballPass,2-9-ARL 32 (10:30) 6 P. Lynch pass to 87 L. Carter to ARL 19 for 13 yards (5 W. Hill),,True,1,10,30,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,10,2302011-ORL-at-ARL,630,1530,3330,10:30,3,3,Home,32,1,4,,,,0.0,32,0,0,2.0,9.0,,StatusOfficial,ResultPassComplete,,,,,20693,13.0,Visitor,35.0,8.0,46.0,4:58, ,22605,20272,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,25,1678050683.0,58283,2023-03-05 16:11:23.000000,EventFootballRush,1-10-ARL 19 (10:00) 30 J. Martin rush to ARL 24 for -5 yards (53 D. Sankey),,True,1,10,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,11,2302011-ORL-at-ARL,600,1500,3300,10:00,3,3,Home,19,1,4,,,,0.0,19,0,0,1.0,10.0,,StatusOfficial,,,,,20997,22886,-5.0,Visitor,35.0,9.0,41.0,5:11, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,37,1678050730.0,58330,2023-03-05 16:12:10.000000,EventFootballPass,2-15-ARL 24 (9:15) 6 P. Lynch pass dropped by 30 J. Martin,,True,1,9,15,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,12,2302011-ORL-at-ARL,555,1455,3255,9:15,3,3,Home,24,1,4,,,,0.0,24,0,0,2.0,15.0,,StatusOfficial,ResultPassDropped,,,,,,,Visitor,35.0,10.0,41.0,5:45, ,22605,20997,,,,,,,,22886,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,32,1678050772.0,58372,2023-03-05 16:12:52.000000,EventFootballPenalty,"3-15-ARL 24 (8:44) PENALTY on Orlando Guardians, 5 yards",,True,1,8,44,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,13,2302011-ORL-at-ARL,524,1424,3224,8:44,3,3,Home,24,1,4,,,,0.0,24,0,0,3.0,15.0,,StatusOfficial,,,,,,,,Visitor,35.0,10.0,36.0,6:16, ,,,,4,TM,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,34,1678050816.0,58416,2023-03-05 16:13:36.000000,EventFootballRush,3-20-ARL 29 (8:21) 6 P. Lynch rush to ARL 17 for 12 yards,,True,1,8,21,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,14,2302011-ORL-at-ARL,501,1401,3201,8:21,3,3,Home,29,1,4,,,,0.0,29,0,0,3.0,20.0,,StatusOfficial,,,,,22605,,12.0,Visitor,35.0,11.0,48.0,6:53, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,36,1678050863.0,58463,2023-03-05 16:14:23.000000,EventFootballFg,4-8-ARL 17 (7:38) 0 J. Borregales 35 yard field goal is GOOD,,True,1,7,38,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,15,2302011-ORL-at-ARL,458,1358,3158,7:38,3,3,Home,17,1,4,,,,0.0,17,0,0,4.0,8.0,21741,StatusOfficial,ResultKickMade,,,,,,35.0,Visitor,35.0,12.0,48.0,7:22,FG,,,,,,,,,ScoreTypeFg,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,46,1678051001.0,58601,2023-03-05 16:16:41.000000,EventFootballKickoff,"0 J. Borregales kicks from ORL 30. 12 A. Killins to ARL 27 for 13 yards (41 J. Gemmel, 25 J. Harvey-Clemons)",,True,1,7,37,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,16,2302011-ORL-at-ARL,457,1357,3157,7:37,3,3,Visitor,30,2,1,,,,1.0,30,3,0,,,20891,StatusOfficial,ResultKickReturned,,Home,27.0,,20546,,,,,,,,,,20649,,,,,,,,12,13.0,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,43,1678051110.0,58710,2023-03-05 16:18:30.000000,EventFootballRush,"1-10-ARL 27 (7:29) 2 D. Smith rush to ARL 29 for 2 yards (9 G. Willis, 99 T. Sanders)",,True,1,7,29,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,17,2302011-ORL-at-ARL,449,1349,3149,7:29,3,3,Home,27,2,1,,,,1.0,73,3,0,1.0,10.0,,StatusOfficial,,,,,22305,21696,2.0,Home,27.0,1.0,2.0,0:29, ,,,21365,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,47,1678051143.0,58743,2023-03-05 16:19:03.000000,EventFootballPass,2-8-ARL 29 (6:57) 10 K. Sloter pass to 85 T. Vaughns to ARL 32 for 3 yards (20 B. Buchanan),,True,1,6,57,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,18,2302011-ORL-at-ARL,417,1317,3117,6:57,3,3,Home,29,2,1,,,,1.0,71,3,0,2.0,8.0,,StatusOfficial,ResultPassComplete,,,,,20221,3.0,Home,27.0,2.0,5.0,1:16, ,21884,22363,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,412,1678051292.0,58892,2023-03-05 16:21:32.000000,EventFootballPenalty,"3-5-ARL 32 (6:22) PENALTY on 44 T. Plummer, 1 yards",,True,1,6,22,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,19,2302011-ORL-at-ARL,382,1282,3082,6:22,3,3,Home,32,2,1,,,,1.0,68,3,0,3.0,5.0,,StatusOfficial,,,,,,,,Home,27.0,2.0,9.0,2:55, ,,,,4,21244,1.0,ResultPenaltyAuto1Stdown,NA,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,405,1678051341.0,58941,2023-03-05 16:22:21.000000,EventFootballRush,1-10-ARL 36 (6:13) 2 D. Smith rush to ARL 38 for 2 yards (13 M. Lee),,True,1,6,13,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,20,2302011-ORL-at-ARL,373,1273,3073,6:13,3,3,Home,36,2,1,,,,1.0,64,3,0,1.0,10.0,,StatusOfficial,,,,,22305,20942,2.0,Home,27.0,3.0,11.0,3:22, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,421,1678051380.0,58980,2023-03-05 16:23:00.000000,EventFootballRush,"2-8-ARL 38 (5:40) 20 K. Farrow rush to ARL 44 for 6 yards (38 M. Murphy, 44 T. Plummer)",,True,1,5,40,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,21,2302011-ORL-at-ARL,340,1240,3040,5:40,3,3,Home,38,2,1,,,,1.0,62,3,0,2.0,8.0,,StatusOfficial,,,,,20469,21121,6.0,Home,27.0,4.0,14.0,3:29, ,,,21244,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,420,1678051419.0,59019,2023-03-05 16:23:39.000000,EventFootballPass,3-5-ARL 41 (5:02) 10 K. Sloter pass to 19 B. Arconado to ARL 42 for 1 yard (13 M. Lee),,True,1,5,2,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,22,2302011-ORL-at-ARL,302,1202,3002,5:02,3,3,Home,41,2,1,,,,1.0,59,3,0,3.0,5.0,,StatusOfficial,ResultPassComplete,,,,,20942,1.0,Home,27.0,5.0,15.0,3:29, ,21884,20050,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,419,1678051431.0,59031,2023-03-05 16:23:51.000000,EventFootballPenalty,"4-4-ARL 42 (4:08) PENALTY on Arlington Renegades, 5 yards",,True,1,4,8,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,23,2302011-ORL-at-ARL,248,1148,2948,4:08,3,3,Home,42,2,1,,,,1.0,58,3,0,4.0,4.0,,StatusOfficial,,,,,,,,Home,27.0,5.0,10.0,3:29, ,,,,1,TM,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,411,1678051453.0,59053,2023-03-05 16:24:13.000000,EventFootballPunt,4-9-ARL 37 (4:08) 0 M. King punts 50 yards from ARL 37 to ORL 13. 32 J. Rogers to ORL 18 for 5 yards (4 J. Powell),,True,1,4,8,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,24,2302011-ORL-at-ARL,248,1148,2948,4:08,3,3,Home,37,2,1,,,,1.0,63,3,0,4.0,9.0,,StatusOfficial,ResultKickReturned,,Visitor,18.0,,21799,,Home,27.0,5.0,10.0,3:30,PUNT,,,,,,,,,,,,,,,20891,21333,50.0,5.0,,,,,,,,,,1
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,70,1678051660.0,59260,2023-03-05 16:27:40.000000,EventFootballRush,1-10-ORL 18 (3:53) 30 J. Martin rush to ORL 14 for -4 yards (30 E. Robinson),,True,1,3,53,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,25,2302011-ORL-at-ARL,233,1133,2933,3:53,3,3,Visitor,18,3,4,,,,0.0,82,3,0,1.0,10.0,,StatusOfficial,,,,,20997,21318,-4.0,Visitor,18.0,1.0,-4.0,0:41, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,128,1678051703.0,59303,2023-03-05 16:28:23.000000,EventFootballPass,"2-14-ORL 14 (3:10) 6 P. Lynch pass to 30 J. Martin to ORL 21 for 7 yards Fumbled by 30 J. Martin,  Forced by 30 E. Robinson Recovered by 18 D. Payne",,True,1,3,10,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,26,2302011-ORL-at-ARL,190,1090,2890,3:10,3,3,Visitor,14,3,4,,,,0.0,86,3,0,2.0,14.0,,StatusOfficial,ResultPassComplete,,Visitor,16.0,,,7.0,Visitor,18.0,2.0,-2.0,0:47,FUMBLE,22605,20997,,,,,,,,,,,,,,,,,4,20997,1,22675,21318,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,74,1678051763.0,59363,2023-03-05 16:29:23.000000,EventFootballPass,"1-10-ORL 16 (3:05) 10 K. Sloter pass to 80 S. Cannella to ORL 12 for 4 yards (13 M. Lee, 8 T. Smith)",,True,1,3,5,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,27,2302011-ORL-at-ARL,185,1085,2885,3:05,3,3,Visitor,16,4,1,,,,1.0,16,3,0,1.0,10.0,,StatusOfficial,ResultPassComplete,,,,,20942,4.0,Visitor,16.0,1.0,4.0,0:17, ,21884,22030,21448,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,77,1678051798.0,59398,2023-03-05 16:29:58.000000,EventFootballRush,2-6-ORL 12 (2:29) 20 K. Farrow rush to ORL 5 for 7 yards,,True,1,2,29,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,28,2302011-ORL-at-ARL,149,1049,2849,2:29,3,3,Visitor,12,4,1,,,,1.0,12,3,0,2.0,6.0,,StatusOfficial,,,,,20469,,7.0,Visitor,16.0,2.0,11.0,1:08, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,82,1678051830.0,59430,2023-03-05 16:30:30.000000,EventFootballRush,"1-5-ORL 5 (1:59) 2 D. Smith rush to ORL 4 for 1 yard (13 M. Lee, 8 T. Smith)",,True,1,1,59,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,29,2302011-ORL-at-ARL,119,1019,2819,1:59,3,3,Visitor,5,4,1,,,,1.0,5,3,0,1.0,5.0,,StatusOfficial,,,,,22305,20942,1.0,Visitor,16.0,3.0,15.0,1:27, ,,,21448,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,85,1678051897.0,59497,2023-03-05 16:31:37.000000,EventFootballRush,2-4-ORL 4 (0:57) 2 D. Smith rush to ORL 3 for 1 yard (92 D. Wade-Perry),,True,1,0,57,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,30,2302011-ORL-at-ARL,57,957,2757,0:57,3,3,Visitor,4,4,1,,,,1.0,4,3,0,2.0,4.0,,StatusOfficial,,,,,22305,21899,1.0,Visitor,16.0,4.0,13.0,2:11, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,87,1678051906.0,59506,2023-03-05 16:31:46.000000,EventFootballPass,3-3-ORL 3 (0:57) 10 K. Sloter pass incomplete to 80 S. Cannella,,True,1,0,57,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,31,2302011-ORL-at-ARL,57,957,2757,0:57,3,3,Visitor,3,4,1,,,,1.0,3,3,0,3.0,3.0,,StatusOfficial,ResultPassIncomplete,,,,,,,Visitor,16.0,5.0,13.0,2:16, ,21884,22030,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,89,1678051925.0,59525,2023-03-05 16:32:05.000000,EventFootballFg,4-3-ORL 3 (0:40) 1 T. Russolino 21 yard field goal is GOOD,,True,1,0,40,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,32,2302011-ORL-at-ARL,40,940,2740,0:40,3,3,Visitor,3,4,1,,,,1.0,3,3,0,4.0,3.0,21359,StatusOfficial,ResultKickMade,,,,,,21.0,Visitor,16.0,6.0,13.0,2:30,FG,,,,,,,,,ScoreTypeFg,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,91,1678052021.0,59621,2023-03-05 16:33:41.000000,EventFootballKickoff,"1 T. Russolino kicks 65 yards from ARL 30 to end zone, Touchback",,True,1,0,33,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,33,2302011-ORL-at-ARL,33,933,2733,0:33,3,3,Home,30,5,4,,,,0.0,30,3,3,,,1,StatusOfficial,ResultKickTouchback,65.0,Visitor,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,95,1678052065.0,59665,2023-03-05 16:34:25.000000,EventFootballRush,1-10-ORL 35 (0:30) 28 K. Taylor rush to ORL 35 for 0 yards (72 T. Barnes),,True,1,0,30,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,34,2302011-ORL-at-ARL,30,930,2730,0:30,3,3,Visitor,35,5,4,,,,0.0,65,3,3,1.0,10.0,,StatusOfficial,,,,,21528,20089,0.0,Visitor,35.0,1.0,,0:17, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,98,1678052317.0,59917,2023-03-05 16:38:37.000000,EventFootballSack,"2-10-ORL 35 (14:56) 6 P. Lynch sacked at ORL 25 for -10 yards (5 W. Hill, 44 B. Rotimi)",,True,2,14,56,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,35,2302011-ORL-at-ARL,896,896,2696,14:56,3,3,Visitor,35,5,4,,,,0.0,65,3,3,2.0,10.0,,StatusOfficial,,,,,,,-10.0,Visitor,35.0,2.0,-10.0,0:51, ,22605,,,,,,,,,,,,20693,21348,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_3_5_ORL@ARL,ORL,4,ARL,1,100,1678052354.0,59954,2023-03-05 16:39:14.000000,EventFootballRush,"3-20-ORL 25 (14:19) 28 K. Taylor rush to ORL 26 for 1 yard (72 T. Barnes, 36 C. Schooler)",,True,2,14,19,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_5_ORL@ARL,,QBStat,36,2302011-ORL-at-ARL,859,859,2659,14:19,3,3,Visitor,25,5,4,,,,0.0,75,3,3,3.0,20.0,,StatusOfficial,,,,,21528,20089,1.0,Visitor,35.0,3.0,-9.0,1:31, ,,,21379,,,,,,,,,,,,,,,,,,,,,,,,,0
