<<<<<<< Updated upstream
season,game_id,away_team_abv,away_team_id,home_team_abv,home_team_id,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,VisTimeouts,HomeTimeouts,BallOn_Side,BallOn_YardNum,DriveNum,pos_team_ID,PossTeamAbv,LastPlaySummary,LastPlayStatus,home_team_has_pos,yardline_100,MapRoleKicker,MapRoleKickreturner,VisScore,HomeScore,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRoleRusher,MapRoleTackler1,Down,Distance,FootballZone,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRolePasser,MapRoleReceiver,MapRoleTackler2,FootballMainScoringPlay,FootballConvAttPts,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,MapRolePassDefender,MapRoleQbHitter,FootballTimeoutTeamId,MapRoleSacker1,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,MapRoleInterceptor,FootballMiscScore_MiscScoreType,FootballMiscScore_TeamId,FootballMiscScore_PlayerId,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_2_19_SEA@DC,SEA,6,DC,8,35,1676855789.0,72989,2023-02-20 01:16:29.000000,EventFootballKickoff,11 D. Eberle kicks from SEA 30. 12 J. Ezzard to DC 27 for 21 yards (9 C. Hicks),,True,1,9,13,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_19_SEA@DC,,QBStat,14,2302004-SEA-at-DC,553,1453,3253,9:13,3,3,Visitor,30,3,8,,,,1.0,30,20766,21091,6,0,StatusOfficial,ResultKickReturned,21.0,Home,27.0,,22344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_19_SEA@DC,SEA,6,DC,8,37,1676855885.0,73085,2023-02-20 01:18:05.000000,EventFootballPass,1-10-DC 27 (9:04) 10 J. Ta'amu pass dropped by 82 E. Wolf,,True,1,9,4,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_19_SEA@DC,,QBStat,15,2302004-SEA-at-DC,544,1444,3244,9:04,3,3,Home,27,3,8,,,,1.0,73,,,6,0,StatusOfficial,ResultPassDropped,,,,,,1.0,10.0,3,,Home,27.0,1.0,,0:09, ,22296,21711,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_19_SEA@DC,SEA,6,DC,8,39,1676855908.0,73108,2023-02-20 01:18:28.000000,EventFootballPenalty,"2-10-DC 27 (8:56) PENALTY on 88 B. Moore-Mckinney, 5 yards",,True,1,8,56,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_19_SEA@DC,,QBStat,16,2302004-SEA-at-DC,536,1436,3236,8:56,3,3,Home,27,3,8,,,,1.0,73,,,6,0,StatusOfficial,,,,,,,2.0,10.0,,,Home,27.0,1.0,-5.0,0:17, ,,,,,,8,21983,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_19_SEA@DC,SEA,6,DC,8,41,1676855937.0,73137,2023-02-20 01:18:57.000000,EventFootballRush,"2-15-DC 22 (8:39) 4 A. Smith rush to DC 20 for -2 yards (8 T. Walker, 52 A. Jackson)",,True,1,8,39,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_19_SEA@DC,,QBStat,17,2302004-SEA-at-DC,519,1419,3219,8:39,3,3,Home,22,3,8,,,,1.0,78,,,6,0,StatusOfficial,,,,,21427,21620,2.0,15.0,1,-2.0,Home,27.0,2.0,-7.0,0:52, ,,,20760,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_19_SEA@DC,SEA,6,DC,8,43,1676855971.0,73171,2023-02-20 01:19:31.000000,EventFootballPass,3-17-DC 20 (8:05) 10 J. Ta'amu pass to 0 J. Hammond to DC 34 for 14 yards (36 Z. Kelly),,True,1,8,5,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_19_SEA@DC,,QBStat,18,2302004-SEA-at-DC,485,1385,3185,8:05,3,3,Home,20,3,8,,,,1.0,80,,,6,0,StatusOfficial,ResultPassComplete,,,,,20878,3.0,17.0,2,14.0,Home,27.0,3.0,7.0,1:31, ,22296,20618,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_19_SEA@DC,SEA,6,DC,8,45,1676856015.0,73215,2023-02-20 01:20:15.000000,EventFootballPenalty,"4-3-DC 34 (7:28) PENALTY on D.C. Defenders, 5 yards",,True,1,7,28,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_19_SEA@DC,,QBStat,19,2302004-SEA-at-DC,448,1348,3148,7:28,3,3,Home,34,3,8,,,,1.0,66,,,6,0,StatusOfficial,,,,,,,4.0,3.0,,,Home,27.0,3.0,2.0,1:45, ,,,,,,8,TM,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_19_SEA@DC,SEA,6,DC,8,48,1676856024.0,73224,2023-02-20 01:20:24.000000,EventFootballPunt,4-8-DC 29 (7:28) 19 D. Whelan punts 47 yards from DC 29 to SEA 24. 3 J. Pearson to SEA 30 for 6 yards (27 F. Gardner),,True,1,7,28,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_19_SEA@DC,,QBStat,20,2302004-SEA-at-DC,448,1348,3148,7:28,3,3,Home,29,3,8,,,,1.0,71,,,6,0,StatusOfficial,ResultKickReturned,,Visitor,30.0,,22377,4.0,8.0,,,Home,27.0,3.0,2.0,1:45,PUNT,,,,,,,,,,,21835,21203,47.0,6.0,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_19_SEA@DC,SEA,6,DC,8,50,1676856089.0,73289,2023-02-20 01:21:29.000000,EventFootballPass,1-10-SEA 30 (7:02) 6 B. DiNucci pass dropped by 0 J. Gordon,,True,1,7,2,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_19_SEA@DC,,QBStat,21,2302004-SEA-at-DC,422,1322,3122,7:02,3,3,Visitor,30,4,6,,,,0.0,70,,,6,0,StatusOfficial,ResultPassDropped,,,,,,1.0,10.0,4,,Visitor,30.0,1.0,,0:14, ,21979,22840,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_19_SEA@DC,SEA,6,DC,8,52,1676856130.0,73330,2023-02-20 01:22:10.000000,EventFootballPass,2-10-SEA 30 (6:26) 6 B. DiNucci pass incomplete to 0 J. Gordon,,True,1,6,26,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_19_SEA@DC,,QBStat,22,2302004-SEA-at-DC,386,1286,3086,6:26,3,3,Visitor,30,4,6,,,,0.0,70,,,6,0,StatusOfficial,ResultPassIncomplete,,,,,,2.0,10.0,1,,Visitor,30.0,2.0,,0:55, ,21979,22840,,,,,,,,,,,,,22862,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_19_SEA@DC,SEA,6,DC,8,54,1676856166.0,73366,2023-02-20 01:22:46.000000,EventFootballPass,3-10-SEA 30 (5:51) 6 B. DiNucci pass to 3 J. Pearson to SEA 38 for 8 yards (24 A. Kelly),,True,1,5,51,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_19_SEA@DC,,QBStat,23,2302004-SEA-at-DC,351,1251,3051,5:51,3,3,Visitor,30,4,6,,,,0.0,70,,,6,0,StatusOfficial,ResultPassComplete,,,,,20873,3.0,10.0,1,8.0,Visitor,30.0,3.0,8.0,1:31, ,21979,21203,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_19_SEA@DC,SEA,6,DC,8,56,1676856203.0,73403,2023-02-20 01:23:23.000000,EventFootballPass,4-2-SEA 38 (5:15) 6 B. DiNucci pass to 3 J. Pearson to SEA 48 for 10 yards (15 M. Joseph),,True,1,5,15,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_19_SEA@DC,,QBStat,24,2302004-SEA-at-DC,315,1215,3015,5:15,3,3,Visitor,38,4,6,,,,0.0,62,,,6,0,StatusOfficial,ResultPassComplete,,,,,22862,4.0,2.0,3,10.0,Visitor,30.0,4.0,18.0,2:08, ,21979,21203,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_19_SEA@DC,SEA,6,DC,8,58,1676856234.0,73434,2023-02-20 01:23:54.000000,EventFootballRush,1-10-SEA 48 (4:49) 25 M. Ellison rush to DC 47 for 5 yards,,True,1,4,49,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_19_SEA@DC,,QBStat,25,2302004-SEA-at-DC,289,1189,2989,4:49,3,3,Visitor,48,4,6,,,,0.0,52,,,6,0,StatusOfficial,,,,,20450,,1.0,10.0,3,5.0,Visitor,30.0,5.0,23.0,2:34, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_19_SEA@DC,SEA,6,DC,8,60,1676856271.0,73471,2023-02-20 01:24:31.000000,EventFootballPass,2-5-DC 47 (4:11) 6 B. DiNucci pass to 88 J. Veasy to DC 34 for 13 yards (5 R. Northrup),,True,1,4,11,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_19_SEA@DC,,QBStat,26,2302004-SEA-at-DC,251,1151,2951,4:11,3,3,Home,47,4,6,,,,0.0,47,,,6,0,StatusOfficial,ResultPassComplete,,,,,21148,2.0,5.0,2,13.0,Visitor,30.0,6.0,36.0,3:09, ,21979,22306,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_19_SEA@DC,SEA,6,DC,8,62,1676856305.0,73505,2023-02-20 01:25:05.000000,EventFootballRush,"1-10-DC 34 (3:37) 25 M. Ellison rush to DC 22 for 12 yards (29 K. Brice, 43 F. Bernard)",,True,1,3,37,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_19_SEA@DC,,QBStat,27,2302004-SEA-at-DC,217,1117,2917,3:37,3,3,Home,34,4,6,,,,0.0,34,,,6,0,StatusOfficial,,,,,20450,20180,1.0,10.0,3,12.0,Visitor,30.0,7.0,48.0,3:47, ,,,22329,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_19_SEA@DC,SEA,6,DC,8,64,1676856341.0,73541,2023-02-20 01:25:41.000000,EventFootballRush,1-10-DC 22 (3:04) 25 M. Ellison rush to DC 22 for 0 yards (43 F. Bernard),,True,1,3,4,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_19_SEA@DC,,QBStat,28,2302004-SEA-at-DC,184,1084,2884,3:04,3,3,Home,22,4,6,,,,0.0,22,,,6,0,StatusOfficial,,,,,20450,22329,1.0,10.0,3,0.0,Visitor,30.0,8.0,48.0,4:22, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_19_SEA@DC,SEA,6,DC,8,66,1676856381.0,73581,2023-02-20 01:26:21.000000,EventFootballPass,2-10-DC 22 (2:24) 6 B. DiNucci pass to 4 J. Green to DC 18 for 4 yards (26 D. Neal),,True,1,2,24,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_19_SEA@DC,,QBStat,29,2302004-SEA-at-DC,144,1044,2844,2:24,3,3,Home,22,4,6,,,,0.0,22,,,6,0,StatusOfficial,ResultPassComplete,,,,,21133,2.0,10.0,3,4.0,Visitor,30.0,9.0,52.0,4:56, ,21979,22035,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_19_SEA@DC,SEA,6,DC,8,68,1676856409.0,73609,2023-02-20 01:26:49.000000,EventFootballPass,3-6-DC 18 (1:57) 6 B. DiNucci pass dropped by 19 T. Hammonds,,True,1,1,57,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_19_SEA@DC,,QBStat,30,2302004-SEA-at-DC,117,1017,2817,1:57,3,3,Home,18,4,6,,,,0.0,18,,,6,0,StatusOfficial,ResultPassDropped,,,,,,3.0,6.0,1,,Visitor,30.0,10.0,52.0,5:17, ,21979,20620,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_19_SEA@DC,SEA,6,DC,8,70,1676856432.0,73632,2023-02-20 01:27:12.000000,EventFootballFg,4-6-DC 18 (1:36) 11 D. Eberle 36 yard field goal is GOOD,,True,1,1,36,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_19_SEA@DC,,QBStat,31,2302004-SEA-at-DC,96,996,2796,1:36,3,3,Home,18,4,6,,,,0.0,18,22874,,6,0,StatusOfficial,ResultKickMade,,,,,,4.0,6.0,,36.0,Visitor,30.0,11.0,52.0,5:52,FG,,,,ScoreTypeFg,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,1.0,1.0,0.0
2023,FOOTBALL_XFL_2023_2_19_SEA@DC,SEA,6,DC,8,72,1676856600.0,73800,2023-02-20 01:30:00.000000,EventFootballKickoff,11 D. Eberle kicks from SEA 30. 12 J. Ezzard to DC 27 for 23 yards (44 E. Ponder),,True,1,1,21,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_19_SEA@DC,,QBStat,32,2302004-SEA-at-DC,81,981,2781,1:21,3,3,Visitor,30,6,8,,,,1.0,30,20766,21091,9,0,StatusOfficial,ResultKickReturned,23.0,Home,27.0,,22017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_19_SEA@DC,SEA,6,DC,8,74,1676856712.0,73912,2023-02-20 01:31:52.000000,EventFootballPass,1-10-DC 27 (1:01) 10 J. Ta'amu pass to 11 L. Jackson to DC 31 for 4 yards (26 J. Evans),,True,1,1,1,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_19_SEA@DC,,QBStat,33,2302004-SEA-at-DC,61,961,2761,1:01,3,3,Home,27,6,8,,,,1.0,73,,,9,0,StatusOfficial,ResultPassComplete,,,,,20460,1.0,10.0,1,4.0,Home,27.0,1.0,4.0,0:31, ,22296,20766,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_19_SEA@DC,SEA,6,DC,8,76,1676856733.0,73933,2023-02-20 01:32:13.000000,EventFootballPass,"2-6-DC 31 (0:40) 10 J. Ta'amu pass to 1 C. Blair to DC 41 for 10 yards (21 L. Stephens, 33 A. Holder)",,True,1,0,40,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_19_SEA@DC,,QBStat,34,2302004-SEA-at-DC,40,940,2740,0:40,3,3,Home,31,6,8,,,,1.0,69,,,9,0,StatusOfficial,ResultPassComplete,,,,,21963,2.0,6.0,1,10.0,Home,27.0,2.0,14.0,0:54, ,22296,20133,22552,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
