season,game_id,away_team_abv,away_team,home_team_abv,home_team,roof,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,posteam,PossTeamAbv,LastPlaySummary,LastPlayStatus,home_team_has_pos,VisTimeouts,HomeTimeouts,posteam_timeouts_remaining,defteam_timeouts_remaining,BallOn_Side,BallOn_YardNum,DriveNum,yardline_100,VisScore,HomeScore,down,ydstogo,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRolePasser,MapRoleReceiver,MapRoleTackler1,MapRoleTackler2,FootballZone,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRoleRusher,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,MapRoleQbHitter,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,FootballMainScoringPlay,MapRolePassDefender,FootballTimeoutTeamId,FootballConvAttPts,MapRoleSacker1,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,MapRoleInterceptor,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,357,1678590574.0,79774,2023-03-12 03:09:34.000000,EventFootballPass,1-10-SEA 39 (11:06) 6 B. DiNucci pass to 88 J. Veasy to SEA 45 for 6 yards (1 L. Barcoo),,True,1,11,6,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,9,2302014-SA-at-SEA,666,1566,3366,11:06,6,,,,1.0,3,3,3,3,Home,39,2,61,0,0,1.0,10.0,,,StatusOfficial,ResultPassComplete,,,,21979,22306,20087,,1,6.0,Home,13.0,4.0,32.0,1:58, ,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,358,1678590608.0,79808,2023-03-12 03:10:08.000000,EventFootballRush,2-4-SEA 45 (10:31) 25 M. Ellison rush to SEA 44 for -1 yards (28 J. Koerner),,True,1,10,31,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,10,2302014-SA-at-SEA,631,1531,3331,10:31,6,,,,1.0,3,3,3,3,Home,45,2,55,0,0,2.0,4.0,,,StatusOfficial,,,,,,,20901,,2,-1.0,Home,13.0,5.0,31.0,2:31, ,20450,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,359,1678590649.0,79849,2023-03-12 03:10:49.000000,EventFootballPass,3-5-SEA 44 (9:51) 6 B. DiNucci pass to 80 B. Jackson to SA 40 for 16 yards (2 T. Bonds),,True,1,9,51,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,11,2302014-SA-at-SEA,591,1491,3291,9:51,6,,,,1.0,3,3,3,3,Home,44,2,56,0,0,3.0,5.0,,,StatusOfficial,ResultPassComplete,,,,21979,20761,20142,,2,16.0,Home,13.0,6.0,47.0,3:13, ,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,360,1678590690.0,79890,2023-03-12 03:11:30.000000,EventFootballPass,1-10-SA 40 (9:14) 6 B. DiNucci pass to 19 T. Hammonds to SA 28 for 12 yards (15 J. Williams),,True,1,9,14,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,12,2302014-SA-at-SEA,554,1454,3254,9:14,6,,,,1.0,3,3,3,3,Visitor,40,2,40,0,0,1.0,10.0,,,StatusOfficial,ResultPassComplete,,,,21979,20620,21974,,1,12.0,Home,13.0,7.0,59.0,3:52, ,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,361,1678590730.0,79930,2023-03-12 03:12:10.000000,EventFootballRush,1-10-SA 28 (8:34) 19 T. Hammonds rush to SA 23 for 5 yards (3 B. Davis),,True,1,8,34,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,13,2302014-SA-at-SEA,514,1414,3214,8:34,6,,,,1.0,3,3,3,3,Visitor,28,2,28,0,0,1.0,10.0,,,StatusOfficial,,,,,,,20362,,2,5.0,Home,13.0,8.0,64.0,4:30, ,20620,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,362,1678590769.0,79969,2023-03-12 03:12:49.000000,EventFootballRush,"2-5-SA 23 (7:54) 25 M. Ellison rush to SA 23 for 0 yards (15 J. Williams, 33 D. Beesley)",,True,1,7,54,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,14,2302014-SA-at-SEA,474,1374,3174,7:54,6,,,,1.0,3,3,3,3,Visitor,23,2,23,0,0,2.0,5.0,,,StatusOfficial,,,,,,,21974,21740,2,0.0,Home,13.0,9.0,64.0,5:29, ,20450,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,363,1678590805.0,80005,2023-03-12 03:13:25.000000,EventFootballPass,3-5-SA 23 (7:19) 6 B. DiNucci pass to 4 J. Green to SA 19 for 4 yards (8 K. Kelly),,True,1,7,19,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,15,2302014-SA-at-SEA,439,1339,3139,7:19,6,,,,1.0,3,3,3,3,Visitor,23,2,23,0,0,3.0,5.0,,,StatusOfficial,ResultPassComplete,,,,21979,22035,22884,,1,4.0,Home,13.0,10.0,68.0,5:51, ,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,364,1678590844.0,80044,2023-03-12 03:14:04.000000,EventFootballPass,4-1-SA 19 (6:40) 6 B. DiNucci pass incomplete to 0 J. Gordon QB Hit by 15 J. Williams,,True,1,6,40,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,16,2302014-SA-at-SEA,400,1300,3100,6:40,6,,,,1.0,3,3,3,3,Visitor,19,2,19,0,0,4.0,1.0,,,StatusOfficial,ResultPassIncomplete,,,,21979,22840,,,1,,Home,13.0,11.0,68.0,6:46,DOWNS,,,,,,21974,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,365,1678591067.0,80267,2023-03-12 03:17:47.000000,EventFootballPass,1-10-SA 20 (6:37) 16 J. Coan pass to 11 K. Ballage to SA 30 for 10 yards (8 T. Walker),,True,1,6,37,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,17,2302014-SA-at-SEA,397,1297,3097,6:37,3,,,,0.0,3,3,3,3,Visitor,20,3,80,0,0,1.0,10.0,,,StatusOfficial,ResultPassComplete,,,,20301,22034,21620,,1,10.0,Visitor,20.0,1.0,10.0,0:14, ,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,366,1678591109.0,80309,2023-03-12 03:18:29.000000,EventFootballPass,1-10-SA 30 (5:57) 16 J. Coan pass to 11 K. Ballage to SA 39 for 9 yards (9 C. Hicks),,True,1,5,57,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,18,2302014-SA-at-SEA,357,1257,3057,5:57,3,,,,0.0,3,3,3,3,Visitor,30,3,70,0,0,1.0,10.0,,,StatusOfficial,ResultPassComplete,,,,20301,22034,22344,,1,9.0,Visitor,20.0,2.0,19.0,0:52, ,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,367,1678591145.0,80345,2023-03-12 03:19:05.000000,EventFootballRush,2-1-SA 39 (5:24) 31 J. Hilliman rush to SA 41 for 2 yards (2 A. Brooks),,True,1,5,24,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,19,2302014-SA-at-SEA,324,1224,3024,5:24,3,,,,0.0,3,3,3,3,Visitor,39,3,61,0,0,2.0,1.0,,,StatusOfficial,,,,,,,21919,,1,2.0,Visitor,20.0,3.0,21.0,1:26, ,20697,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,368,1678591185.0,80385,2023-03-12 03:19:45.000000,EventFootballRush,"1-10-SA 41 (4:45) 11 K. Ballage rush to SA 44 for 3 yards (51 T. Skipper, 52 A. Jackson)",,True,1,4,45,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,20,2302014-SA-at-SEA,285,1185,2985,4:45,3,,,,0.0,3,3,3,3,Visitor,41,3,59,0,0,1.0,10.0,,,StatusOfficial,,,,,,,21422,20760,1,3.0,Visitor,20.0,4.0,24.0,2:02, ,22034,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,369,1678591222.0,80422,2023-03-12 03:20:22.000000,EventFootballPass,2-7-SA 44 (4:07) 16 J. Coan pass to 6 F. Brown to SEA 38 for 18 yards (1 B. Thompson),,True,1,4,7,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,21,2302014-SA-at-SEA,247,1147,2947,4:07,3,,,,0.0,3,3,3,3,Visitor,44,3,56,0,0,2.0,7.0,,,StatusOfficial,ResultPassComplete,,,,20301,20203,22377,,2,18.0,Visitor,20.0,5.0,42.0,2:42, ,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,370,1678591255.0,80455,2023-03-12 03:20:55.000000,EventFootballPass,1-10-SEA 38 (3:34) 16 J. Coan pass to 80 J. Tolliver to SEA 33 for 5 yards (21 L. Stephens),,True,1,3,34,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,22,2302014-SA-at-SEA,214,1114,2914,3:34,3,,,,0.0,3,3,3,3,Home,38,3,38,0,0,1.0,10.0,,,StatusOfficial,ResultPassComplete,,,,20301,21568,21963,,1,5.0,Visitor,20.0,6.0,47.0,3:21, ,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,371,1678591287.0,80487,2023-03-12 03:21:27.000000,EventFootballPass,2-5-SEA 33 (3:02) 16 J. Coan pass to 88 A. Mack to SEA 19 for 14 yards (2 A. Brooks),,True,1,3,2,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,23,2302014-SA-at-SEA,182,1082,2882,3:02,3,,,,0.0,3,3,3,3,Home,33,3,33,0,0,2.0,5.0,,,StatusOfficial,ResultPassComplete,,,,20301,21765,21919,,2,14.0,Visitor,20.0,7.0,61.0,3:47, ,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,372,1678591327.0,80527,2023-03-12 03:22:07.000000,EventFootballRush,1-10-SEA 19 (2:22) 11 K. Ballage rush to SEA 22 for -3 yards (1 B. Thompson),,True,1,2,22,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,24,2302014-SA-at-SEA,142,1042,2842,2:22,3,,,,0.0,3,3,3,3,Home,19,3,19,0,0,1.0,10.0,,,StatusOfficial,,,,,,,22377,,2,-3.0,Visitor,20.0,8.0,58.0,4:29, ,22034,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,373,1678591363.0,80563,2023-03-12 03:22:43.000000,EventFootballPass,2-13-SEA 22 (1:46) 16 J. Coan pass incomplete to 11 K. Ballage QB Hit by 44 E. Ponder,,True,1,1,46,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,25,2302014-SA-at-SEA,106,1006,2806,1:46,3,,,,0.0,3,3,3,3,Home,22,3,22,0,0,2.0,13.0,,,StatusOfficial,ResultPassIncomplete,,,,20301,22034,,,1,,Visitor,20.0,9.0,58.0,4:54, ,,,,,,22017,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,374,1678591399.0,80599,2023-03-12 03:23:19.000000,EventFootballPenalty,"3-13-SEA 22 (1:28) PENALTY on 71 R. Joseph, 5 yards",,True,1,1,28,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,26,2302014-SA-at-SEA,88,988,2788,1:28,3,,,,0.0,3,3,3,3,Home,22,3,22,0,0,3.0,13.0,,,StatusOfficial,,,,,,,,,,,Visitor,20.0,9.0,53.0,5:12, ,,,,,,,3,20862,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,375,1678591439.0,80639,2023-03-12 03:23:59.000000,EventFootballPass,3-18-SEA 27 (1:02) 16 J. Coan pass to 80 J. Tolliver to SEA 20 for 7 yards (33 A. Holder),,True,1,1,2,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,27,2302014-SA-at-SEA,62,962,2762,1:02,3,,,,0.0,3,3,3,3,Home,27,3,27,0,0,3.0,18.0,,,StatusOfficial,ResultPassComplete,,,,20301,21568,22552,,1,7.0,Visitor,20.0,10.0,60.0,5:57, ,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,376,1678591463.0,80663,2023-03-12 03:24:23.000000,EventFootballFg,4-11-SEA 20 (0:38) 23 P. Romo 38 yard field goal is GOOD,,True,1,0,38,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,28,2302014-SA-at-SEA,38,938,2738,0:38,3,,,,0.0,3,3,3,3,Home,20,3,20,0,0,4.0,11.0,21775,,StatusOfficial,ResultKickMade,,,,,,,,,38.0,Visitor,20.0,11.0,60.0,6:02,FG,,,,,,,,,,,,ScoreTypeFg,,,,,,,,,,,0,0.0,0.0,1.0,1.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,377,1678591496.0,80696,2023-03-12 03:24:56.000000,EventFootballKickoff,23 P. Romo kicks from SA 30. 86 K. McKnight to SEA 21 for 15 yards,,True,1,0,23,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,29,2302014-SA-at-SEA,23,923,2723,0:23,6,,,,1.0,3,3,3,3,Visitor,30,4,30,3,0,,,21917,86,StatusOfficial,ResultKickReturned,15.0,Home,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,378,1678591745.0,80945,2023-03-12 03:29:05.000000,EventFootballPass,1-10-SEA 21 (0:10) 6 B. DiNucci pass incomplete to 4 J. Green,,True,1,0,10,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,30,2302014-SA-at-SEA,10,910,2710,0:10,6,,,,1.0,3,3,3,3,Home,21,4,79,3,0,1.0,10.0,,,StatusOfficial,ResultPassIncomplete,,,,21979,22035,,,3,,Home,21.0,1.0,,0:17, ,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,379,1678591980.0,81180,2023-03-12 03:33:00.000000,EventFootballPass,2-10-SEA 21 (14:57) 6 B. DiNucci pass to 4 J. Green to SEA 31 for 10 yards (2 T. Bonds),,True,2,14,57,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,31,2302014-SA-at-SEA,897,897,2697,14:57,6,,,,1.0,3,3,3,3,Home,21,4,79,3,0,2.0,10.0,,,StatusOfficial,ResultPassComplete,,,,21979,22035,20142,,1,10.0,Home,21.0,2.0,10.0,0:40, ,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,380,1678592022.0,81222,2023-03-12 03:33:42.000000,EventFootballPass,1-10-SEA 31 (14:15) 6 B. DiNucci pass incomplete to 80 B. Jackson Pass Defended by 1 L. Barcoo,,True,2,14,15,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,32,2302014-SA-at-SEA,855,855,2655,14:15,6,,,,1.0,3,3,3,3,Home,31,4,69,3,0,1.0,10.0,,,StatusOfficial,ResultPassIncomplete,,,,21979,20761,,,3,,Home,21.0,3.0,10.0,1:12, ,,,,,,,,,,,,,20087,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,SA,3,SEA,6,outdoors,381,1678592059.0,81259,2023-03-12 03:34:19.000000,EventFootballPass,2-10-SEA 31 (13:40) 6 B. DiNucci pass to 0 J. Gordon to SEA 38 for 7 yards (42 M. Tverdov),,True,2,13,40,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_11_SA@SEA,,QBStat,33,2302014-SA-at-SEA,820,820,2620,13:40,6,,,,1.0,3,3,3,3,Home,31,4,69,3,0,2.0,10.0,,,StatusOfficial,ResultPassComplete,,,,21979,22840,21589,,1,7.0,Home,21.0,4.0,17.0,1:54, ,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
