season,game_id,away_team_abv,away_team,home_team_abv,home_team,roof,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,posteam,LastPlaySummary,LastPlayStatus,home_team_has_pos,posteam_abv,defteam_abv,receive_2h_ko_team,VisTimeouts,HomeTimeouts,posteam_timeouts_remaining,defteam_timeouts_remaining,BallOn_Side,BallOn_YardNum,DriveNum,yardline_100,spread_line,VisScore,HomeScore,MapRoleTackler1,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRolePasser,MapRoleReceiver,MapRoleInterceptor,down,ydstogo,FootballZone,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_TOP,Result,MapRoleRusher,FootballYards,Drive_Yards,MapRoleQbHitter,MapRolePassDefender,FootballMainScoringPlay,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,MapRoleTackler2,MapRoleSacker1,MapRoleSacker2,FootballTimeoutTeamId,MapRolePunter,FootballPuntYards,FootballConvAttPts,MapRolePuntreturner,FootballPuntRetYards,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_2_26_ARL@HOU,ARL,1,HOU,2,outdoors,22,1677456811.0,69211,2023-02-26 19:13:31.000000,EventFootballRush,1-10-ARL 9 (11:53) 2 D. Smith rush to ARL 8 for -1 yards (33 T. Harris),,True,1,11,53,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_26_ARL@HOU,,QBStat,10,2302008-ARL-at-HOU,713,1613,3413,11:53,1,,,0.0,ARL,HOU,0.0,3,3,3,3,Visitor,9,3,91,0,0,3,22857,,,StatusOfficial,,,,,,,,1.0,10.0,2,Visitor,9.0,1.0,0:18, ,22305,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_26_ARL@HOU,ARL,1,HOU,2,outdoors,24,1677456848.0,69248,2023-02-26 19:14:08.000000,EventFootballPass,2-11-ARL 8 (11:16) 9 D. Plitt pass to 80 S. Cannella to ARL 13 for 5 yards (23 S. Davis),,True,1,11,16,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_26_ARL@HOU,,QBStat,11,2302008-ARL-at-HOU,676,1576,3376,11:16,1,,,0.0,ARL,HOU,0.0,3,3,3,3,Visitor,8,3,92,0,0,3,20368,,,StatusOfficial,ResultPassComplete,,,,21243,22030,,2.0,11.0,1,Visitor,9.0,2.0,1:01, ,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_26_ARL@HOU,ARL,1,HOU,2,outdoors,26,1677456884.0,69284,2023-02-26 19:14:44.000000,EventFootballPass,"3-6-ARL 13 (10:40) 9 D. Plitt pass to 2 D. Smith to ARL 26 for 13 yards (16 R. Texada, 33 T. Harris)",,True,1,10,40,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_26_ARL@HOU,,QBStat,12,2302008-ARL-at-HOU,640,1540,3340,10:40,1,,,0.0,ARL,HOU,0.0,3,3,3,3,Visitor,13,3,87,0,0,3,21536,,,StatusOfficial,ResultPassComplete,,,,21243,22305,,3.0,6.0,3,Visitor,9.0,3.0,1:36, ,,13.0,17.0,,,,,,,,,22857,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_26_ARL@HOU,ARL,1,HOU,2,outdoors,28,1677456926.0,69326,2023-02-26 19:15:26.000000,EventFootballSack,"1-10-ARL 26 (9:59) 9 D. Plitt sacked at ARL 22 for -4 yards (33 T. Harris, 98 C. Brewer)",,True,1,9,59,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_26_ARL@HOU,,QBStat,13,2302008-ARL-at-HOU,599,1499,3299,9:59,1,,,0.0,ARL,HOU,0.0,3,3,3,3,Visitor,26,3,74,0,0,3,,,,StatusOfficial,,,,,21243,,,1.0,10.0,,Visitor,9.0,4.0,2:19, ,,-4.0,13.0,,,,,,,,,,22857,21989,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_26_ARL@HOU,ARL,1,HOU,2,outdoors,30,1677456971.0,69371,2023-02-26 19:16:11.000000,EventFootballTimeout,Timeout by Arlington Renegades at 9:19,,True,1,9,19,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_26_ARL@HOU,,QBStat,14,2302008-ARL-at-HOU,559,1459,3259,9:19,1,,,0.0,ARL,HOU,0.0,3,3,3,3,Visitor,22,3,78,0,0,3,,,,StatusOfficial,,,,,,,,2.0,14.0,,Visitor,9.0,4.0,2:42, ,,,13.0,,,,,,,,,,,,1,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_26_ARL@HOU,ARL,1,HOU,2,outdoors,32,1677457032.0,69432,2023-02-26 19:17:12.000000,EventFootballSack,2-14-ARL 22 (9:13) 9 D. Plitt sacked at ARL 21 for -1 yards (89 T. Ward),,True,1,9,13,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_26_ARL@HOU,,QBStat,15,2302008-ARL-at-HOU,553,1453,3253,9:13,1,,,0.0,ARL,HOU,0.0,2,3,2,2,Visitor,22,3,78,0,0,3,,,,StatusOfficial,,,,,21243,,,2.0,14.0,,Visitor,9.0,5.0,3:02, ,,-1.0,12.0,,,,,,,,,,21628,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_26_ARL@HOU,ARL,1,HOU,2,outdoors,34,1677457069.0,69469,2023-02-26 19:17:49.000000,EventFootballSack,3-15-ARL 21 (8:36) 9 D. Plitt sacked at ARL 10 for -11 yards (52 E. Ellerbee),,True,1,8,36,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_26_ARL@HOU,,QBStat,16,2302008-ARL-at-HOU,516,1416,3216,8:36,1,,,0.0,ARL,HOU,0.0,2,3,2,2,Visitor,21,3,79,0,0,3,,,,StatusOfficial,,,,,21243,,,3.0,15.0,,Visitor,9.0,6.0,3:46, ,,-11.0,1.0,,,,,,,,,,21857,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_26_ARL@HOU,ARL,1,HOU,2,outdoors,168,1677457108.0,69508,2023-02-26 19:18:28.000000,EventFootballPunt,"4-26-ARL 10 (7:57) 0 M. King punts 42 yards from ARL 10 to HOU 48. 4 W. Likely to ARL 5 for 42 yards (36 C. Schooler) PENALTY on 70 M. Horton, 5 yards",,True,1,7,57,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_26_ARL@HOU,,QBStat,17,2302008-ARL-at-HOU,477,1377,3177,7:57,1,,,0.0,ARL,HOU,0.0,2,3,2,2,Visitor,10,3,90,0,0,3,36,,,StatusOfficial,ResultKickReturned,,Visitor,5.0,,,,4.0,26.0,,Visitor,9.0,6.0,4:13,PUNT,,,1.0,,,,1,20722,5.0,ResultPenaltyRepeatdown,NA,,,,,20891,42.0,,22601,42.0,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_26_ARL@HOU,ARL,1,HOU,2,outdoors,43,1677457206.0,69606,2023-02-26 19:20:06.000000,EventFootballPass,"1-10-ARL 5 (7:40) 12 B. Silvers pass to 9 N. Holley for 5 yards, TOUCHDOWN",,True,1,7,40,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_26_ARL@HOU,,QBStat,18,2302008-ARL-at-HOU,460,1360,3160,7:40,2,,,1.0,HOU,ARL,0.0,2,3,3,3,Visitor,5,4,5,0,0,3,,,,StatusOfficial,ResultPassComplete,,,,21984,20707,,1.0,10.0,3,Visitor,5.0,1.0,0:17,TD,,5.0,5.0,,,ScoreTypeTd,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,1.0
2023,FOOTBALL_XFL_2023_2_26_ARL@HOU,ARL,1,HOU,2,outdoors,197,1677457243.0,69643,2023-02-26 19:20:43.000000,EventFootballPat2PtPass,12 B. Silvers 2-pt conversion pass to 13 J. Kirklin GOOD,,True,1,7,40,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_26_ARL@HOU,,QBStat,19,2302008-ARL-at-HOU,460,1360,3160,7:40,2,,,1.0,HOU,ARL,0.0,2,3,3,3,Visitor,5,4,5,0,0,9,,,,StatusOfficial,ResultPassComplete,,,,21984,20896,,,,,,,,,,,0.0,,,,ScoreTypeConv,,,,,,,,,,,,2.0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_26_ARL@HOU,ARL,1,HOU,2,outdoors,46,1677457472.0,69872,2023-02-26 19:24:32.000000,EventFootballKickoff,8 H. Duplessis kicks from HOU 30. 12 A. Killins to ARL 26 for 18 yards (52 E. Ellerbee),,True,1,7,40,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_26_ARL@HOU,,QBStat,20,2302008-ARL-at-HOU,460,1360,3160,7:40,1,,,0.0,ARL,HOU,0.0,2,3,2,2,Home,30,5,30,0,0,11,21857,22014,21984,StatusOfficial,ResultKickReturned,18.0,Visitor,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_26_ARL@HOU,ARL,1,HOU,2,outdoors,48,1677457528.0,69928,2023-02-26 19:25:28.000000,EventFootballPenalty,"1-10-ARL 26 (7:29) PENALTY on 77 G. Moore, 10 yards",,True,1,7,29,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_26_ARL@HOU,,QBStat,21,2302008-ARL-at-HOU,449,1349,3149,7:29,1,,,0.0,ARL,HOU,0.0,2,3,2,2,Visitor,26,5,74,0,0,11,,,,StatusOfficial,,,,,,,,1.0,10.0,,Visitor,26.0,,0:11, ,,,-10.0,,,,1,21094,10.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_26_ARL@HOU,ARL,1,HOU,2,outdoors,50,1677457565.0,69965,2023-02-26 19:26:05.000000,EventFootballPass,1-20-ARL 16 (7:10) 9 D. Plitt pass to 80 S. Cannella to ARL 24 for 8 yards (16 R. Texada),,True,1,7,10,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_26_ARL@HOU,,QBStat,22,2302008-ARL-at-HOU,430,1330,3130,7:10,1,,,0.0,ARL,HOU,0.0,2,3,2,2,Visitor,16,5,84,0,0,11,21536,,,StatusOfficial,ResultPassComplete,,,,21243,22030,,1.0,20.0,,Visitor,26.0,1.0,0:47, ,,8.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_26_ARL@HOU,ARL,1,HOU,2,outdoors,52,1677457606.0,70006,2023-02-26 19:26:46.000000,EventFootballPass,2-12-ARL 24 (6:30) 9 D. Plitt pass incomplete to 8 S. Modster,,True,1,6,30,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_26_ARL@HOU,,QBStat,23,2302008-ARL-at-HOU,390,1290,3090,6:30,1,,,0.0,ARL,HOU,0.0,2,3,2,2,Visitor,24,5,76,0,0,11,,,,StatusOfficial,ResultPassIncomplete,,,,21243,22014,,2.0,12.0,,Visitor,26.0,2.0,1:10, ,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_26_ARL@HOU,ARL,1,HOU,2,outdoors,54,1677457647.0,70047,2023-02-26 19:27:27.000000,EventFootballPass,3-12-ARL 24 (5:58) 9 D. Plitt pass incomplete to 85 T. Vaughns,,True,1,5,58,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_26_ARL@HOU,,QBStat,24,2302008-ARL-at-HOU,358,1258,3058,5:58,1,,,0.0,ARL,HOU,0.0,2,3,2,2,Visitor,24,5,76,0,0,11,,,,StatusOfficial,ResultPassIncomplete,,,,21243,22363,,3.0,12.0,,Visitor,26.0,3.0,1:44, ,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_26_ARL@HOU,ARL,1,HOU,2,outdoors,56,1677457691.0,70091,2023-02-26 19:28:11.000000,EventFootballPunt,"4-12-ARL 24 (5:17) 0 M. King punts 36 yards, downed at HOU 40",,True,1,5,17,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_26_ARL@HOU,,QBStat,25,2302008-ARL-at-HOU,317,1217,3017,5:17,1,,,0.0,ARL,HOU,0.0,2,3,2,2,Visitor,24,5,76,0,0,11,,,,StatusOfficial,ResultKickDowned,,Home,40.0,,,,4.0,12.0,,Visitor,26.0,3.0,2:23,PUNT,,,-2.0,,,,,,,,,,,,,20891,36.0,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_26_ARL@HOU,ARL,1,HOU,2,outdoors,58,1677457738.0,70138,2023-02-26 19:28:58.000000,EventFootballRush,1-10-HOU 40 (5:12) 26 B. Alleyne rush to HOU 47 for 7 yards (50 W. Taylor),,True,1,5,12,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_26_ARL@HOU,,QBStat,26,2302008-ARL-at-HOU,312,1212,3012,5:12,2,,,1.0,HOU,ARL,0.0,2,3,3,3,Home,40,6,60,0,0,11,22375,,,StatusOfficial,,,,,,,,1.0,10.0,,Home,40.0,1.0,0:20, ,20033,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_26_ARL@HOU,ARL,1,HOU,2,outdoors,60,1677457767.0,70167,2023-02-26 19:29:27.000000,EventFootballRush,2-3-HOU 47 (4:42) 14 C. McDonald rush to HOU 49 for 2 yards (51 A. Adeoye),,True,1,4,42,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_26_ARL@HOU,,QBStat,27,2302008-ARL-at-HOU,282,1182,2982,4:42,2,,,1.0,HOU,ARL,0.0,2,3,3,3,Home,47,6,53,0,0,11,21913,,,StatusOfficial,,,,,,,,2.0,3.0,3,Home,40.0,2.0,0:40, ,21982,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_26_ARL@HOU,ARL,1,HOU,2,outdoors,62,1677457803.0,70203,2023-02-26 19:30:03.000000,EventFootballTimeout,Timeout by Arlington Renegades at 4:15,,True,1,4,15,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_26_ARL@HOU,,QBStat,28,2302008-ARL-at-HOU,255,1155,2955,4:15,2,,,1.0,HOU,ARL,0.0,2,3,3,3,Home,49,6,51,0,0,11,,,,StatusOfficial,,,,,,,,3.0,1.0,,Home,40.0,2.0,1:01, ,,,9.0,,,,,,,,,,,,1,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_26_ARL@HOU,ARL,1,HOU,2,outdoors,64,1677457865.0,70265,2023-02-26 19:31:05.000000,EventFootballRush,3-1-HOU 49 (4:10) 22 M. Borghi rush to ARL 49 for 2 yards (58 D. Costin),,True,1,4,10,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_26_ARL@HOU,,QBStat,29,2302008-ARL-at-HOU,250,1150,2950,4:10,2,,,1.0,HOU,ARL,0.0,1,3,3,3,Home,49,6,51,0,0,11,20331,,,StatusOfficial,,,,,,,,3.0,1.0,3,Home,40.0,3.0,1:19, ,20149,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_26_ARL@HOU,ARL,1,HOU,2,outdoors,66,1677457895.0,70295,2023-02-26 19:31:35.000000,EventFootballRush,1-10-ARL 49 (3:40) 22 M. Borghi rush to ARL 46 for 3 yards (51 A. Adeoye),,True,1,3,40,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_26_ARL@HOU,,QBStat,30,2302008-ARL-at-HOU,220,1120,2920,3:40,2,,,1.0,HOU,ARL,0.0,1,3,3,3,Visitor,49,6,49,0,0,11,21913,,,StatusOfficial,,,,,,,,1.0,10.0,2,Home,40.0,4.0,1:54, ,20149,3.0,14.0,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_26_ARL@HOU,ARL,1,HOU,2,outdoors,68,1677457929.0,70329,2023-02-26 19:32:09.000000,EventFootballPass,2-7-ARL 46 (3:07) 12 B. Silvers pass incomplete to 9 N. Holley,,True,1,3,7,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_26_ARL@HOU,,QBStat,31,2302008-ARL-at-HOU,187,1087,2887,3:07,2,,,1.0,HOU,ARL,0.0,1,3,3,3,Visitor,46,6,46,0,0,11,,,,StatusOfficial,ResultPassIncomplete,,,,21984,20707,,2.0,7.0,,Home,40.0,5.0,2:09, ,,,14.0,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_26_ARL@HOU,ARL,1,HOU,2,outdoors,70,1677457971.0,70371,2023-02-26 19:32:51.000000,EventFootballPass,3-7-ARL 46 (2:31) 12 B. Silvers pass incomplete to 10 J. Smith,,True,1,2,31,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_26_ARL@HOU,,QBStat,32,2302008-ARL-at-HOU,151,1051,2851,2:31,2,,,1.0,HOU,ARL,0.0,1,3,3,3,Visitor,46,6,46,0,0,11,,,,StatusOfficial,ResultPassIncomplete,,,,21984,21441,,3.0,7.0,,Home,40.0,6.0,2:45, ,,,14.0,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
