season,game_id,away_team_abv,away_team_id,home_team_abv,home_team_id,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,VisTimeouts,HomeTimeouts,BallOn_Side,BallOn_YardNum,yardline_100,DriveNum,pos_team_ID,PossTeamAbv,LastPlaySummary,LastPlayStatus,home_team_has_pos,VisScore,HomeScore,Down,Distance,MapRoleTackler1,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRoleRusher,FootballZone,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRolePasser,MapRoleReceiver,MapRolePassDefender,FootballMainScoringPlay,FootballConvAttPts,MapRoleTackler2,MapRolePunter,MapRolePuntreturner,FootballPuntYards,MapRoleSacker1,FootballTimeoutTeamId,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,FootballPuntRetYards,FootballExtraYards_IndivOrTeam,FootballExtraYards_TeamId,FootballExtraYards_PlayerId,FootballExtraYards_Yards,MapRoleInterceptor,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,MapRoleQbHitter
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,45,1676771525.0,75125,2023-02-18 20:52:05.000000,EventFootballPass,3-5-ORL 40 (8:57) 12 B. Silvers pass incomplete to 6 T. Harris,,True,1,8,57,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,16,2302002-ORL-at-HOU,537,1437,3237,8:57,3,3,Visitor,40,0,3,2,,,,1.0,6,0,3.0,5.0,,,,StatusOfficial,ResultPassIncomplete,,,,,3,,Visitor,45.0,3.0,5.0,1:15, ,21984,20642,20942,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,47,1676771566.0,75166,2023-02-18 20:52:46.000000,EventFootballPunt,"4-5-ORL 40 (8:25) 46 R. Porter punts 24 yards from ORL 40 to 17 E. Rogers, Fair Catch at ORL 16",,True,1,8,25,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,17,2302002-ORL-at-HOU,505,1405,3205,8:25,3,3,Visitor,40,0,3,2,,,,1.0,6,0,4.0,5.0,,,,StatusOfficial,ResultKickFaircatch,,Visitor,16.0,,,,Visitor,45.0,3.0,5.0,1:36,PUNT,,,,,,,21248,22708,24.0,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,49,1676771798.0,75398,2023-02-18 20:56:38.000000,EventFootballPass,1-10-ORL 16 (8:21) 6 P. Lynch pass to 11 C. Latimer to ORL 43 for 27 yards (29 A. Hendy),,True,1,8,21,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,18,2302002-ORL-at-HOU,501,1401,3201,8:21,3,3,Visitor,16,0,4,4,,,,0.0,6,0,1.0,10.0,20675,,,StatusOfficial,ResultPassComplete,,,,,3,27.0,Visitor,16.0,1.0,27.0,0:35, ,22605,20929,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,51,1676771837.0,75437,2023-02-18 20:57:17.000000,EventFootballSack,1-10-ORL 43 (7:43) 6 P. Lynch sacked at ORL 38 for -5 yards (33 T. Harris),,True,1,7,43,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,19,2302002-ORL-at-HOU,463,1363,3163,7:43,3,3,Visitor,43,0,4,4,,,,0.0,6,0,1.0,10.0,,,,StatusOfficial,,,,,,,-5.0,Visitor,16.0,2.0,22.0,1:05, ,22605,,,,,,,,,22857,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,53,1676771870.0,75470,2023-02-18 20:57:50.000000,EventFootballRush,2-15-ORL 38 (7:10) 30 J. Martin rush to Midfield for 12 yards (45 J. Daka),,True,1,7,10,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,20,2302002-ORL-at-HOU,430,1330,3130,7:10,3,3,Visitor,38,0,4,4,,,,0.0,6,0,2.0,15.0,20350,,,StatusOfficial,,,,,20997,2,12.0,Visitor,16.0,3.0,34.0,1:39, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,55,1676771912.0,75512,2023-02-18 20:58:32.000000,EventFootballPass,3-3-Midfield (6:29) 6 P. Lynch pass incomplete to 17 E. Rogers,,True,1,6,29,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,21,2302002-ORL-at-HOU,389,1289,3089,6:29,3,3,Visitor,50,0,4,4,,,,0.0,6,0,3.0,3.0,,,,StatusOfficial,ResultPassIncomplete,,,,,3,,Visitor,16.0,4.0,34.0,1:57, ,22605,22708,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,58,1676771956.0,75556,2023-02-18 20:59:16.000000,EventFootballTimeout,Timeout by Orlando Guardians at 5:55,,True,1,5,55,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,22,2302002-ORL-at-HOU,355,1255,3055,5:55,3,3,Visitor,50,0,4,4,,,,0.0,6,0,4.0,3.0,,,,StatusOfficial,,,,,,,,Visitor,16.0,4.0,34.0,2:30, ,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,60,1676772031.0,75631,2023-02-18 21:00:31.000000,EventFootballPass,4-3-Midfield (5:48) 6 P. Lynch pass to 5 S. Guidry to HOU 48 for 2 yards (3 A. Harris),,True,1,5,48,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,23,2302002-ORL-at-HOU,348,1248,3048,5:48,2,3,Visitor,50,0,4,4,,,,0.0,6,0,4.0,3.0,20633,,,StatusOfficial,ResultPassComplete,,,,,1,2.0,Visitor,16.0,5.0,36.0,2:37,DOWNS,22605,20599,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,62,1676772265.0,75865,2023-02-18 21:04:25.000000,EventFootballRush,1-10-HOU 48 (5:41) 22 M. Borghi rush to HOU 49 for 1 yard (36 J. Jones),,True,1,5,41,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,24,2302002-ORL-at-HOU,341,1241,3041,5:41,2,3,Home,48,0,5,2,,,,1.0,6,0,1.0,10.0,20841,,,StatusOfficial,,,,,20149,2,1.0,Home,48.0,1.0,1.0,0:26, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,64,1676772297.0,75897,2023-02-18 21:04:57.000000,EventFootballPass,2-9-HOU 49 (5:09) 12 B. Silvers pass to 1 D. Burnett to ORL 46 for 5 yards (22 M. Elam),,True,1,5,9,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,25,2302002-ORL-at-HOU,309,1209,3009,5:09,2,3,Home,49,0,5,2,,,,1.0,6,0,2.0,9.0,20444,,,StatusOfficial,ResultPassComplete,,,,,3,5.0,Home,48.0,2.0,6.0,0:51, ,21984,20229,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,69,1676772339.0,75939,2023-02-18 21:05:39.000000,EventFootballPass,3-4-ORL 46 (4:28) 12 B. Silvers pass to 6 T. Harris to ORL 27 for 19 yards (23 N. Hosein),,True,1,4,28,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,26,2302002-ORL-at-HOU,268,1168,2968,4:28,2,3,Visitor,46,0,5,2,,,,1.0,6,0,3.0,4.0,20723,,,StatusOfficial,ResultPassComplete,,,,,4,19.0,Home,48.0,4.0,37.0,2:12, ,21984,20642,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,68,1676772367.0,75967,2023-02-18 21:06:07.000000,EventFootballPass,1-10-ORL 27 (4:02) 12 B. Silvers pass to 22 M. Borghi to ORL 15 for 12 yards (20 B. Buchanan),,True,1,4,2,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,27,2302002-ORL-at-HOU,242,1142,2942,4:02,2,3,Visitor,27,0,5,2,,,,1.0,6,0,1.0,10.0,20221,,,StatusOfficial,ResultPassComplete,,,,,1,12.0,Home,48.0,4.0,37.0,2:02, ,21984,20149,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,71,1676772404.0,76004,2023-02-18 21:06:44.000000,EventFootballPass,1-10-ORL 15 (3:24) 12 B. Silvers pass incomplete to 9 N. Holley,,True,1,3,24,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,28,2302002-ORL-at-HOU,204,1104,2904,3:24,2,3,Visitor,15,0,5,2,,,,1.0,6,0,1.0,10.0,,,,StatusOfficial,ResultPassIncomplete,,,,,6,,Home,48.0,5.0,37.0,2:20, ,21984,20707,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,73,1676772438.0,76038,2023-02-18 21:07:18.000000,EventFootballRush,2-10-ORL 15 (2:58) 22 M. Borghi rush to ORL 10 for 5 yards (22 M. Elam),,True,1,2,58,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,29,2302002-ORL-at-HOU,178,1078,2878,2:58,2,3,Visitor,15,0,5,2,,,,1.0,6,0,2.0,10.0,20444,,,StatusOfficial,,,,,20149,1,5.0,Home,48.0,6.0,42.0,3:04, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,76,1676772477.0,76077,2023-02-18 21:07:57.000000,EventFootballPass,"3-5-ORL 10 (2:22) 12 B. Silvers pass to 13 J. Kirklin for 10 yards, TOUCHDOWN",,True,1,2,22,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,30,2302002-ORL-at-HOU,142,1042,2842,2:22,2,3,Visitor,10,0,5,2,,,,1.0,6,0,3.0,5.0,,,,StatusOfficial,ResultPassComplete,,,,,1,10.0,Home,48.0,7.0,52.0,3:22,TD,21984,20896,,ScoreTypeTd,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,202,1676772513.0,76113,2023-02-18 21:08:33.000000,EventFootballPat1PtRush,34 D. Lee 1-pt conversion rush attempt NO GOOD,,True,1,2,22,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,31,2302002-ORL-at-HOU,142,1042,2842,2:22,2,3,Visitor,2,0,5,2,,,,1.0,6,6,,,,,,StatusOfficial,,,,,20940,2,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,81,1676772617.0,76217,2023-02-18 21:10:17.000000,EventFootballKickoff,8 H. Duplessis kicks from HOU 30. 24 R. Tatum to ORL 26 for 13 yards (52 E. Ellerbee),,True,1,2,21,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,32,2302002-ORL-at-HOU,141,1041,2841,2:21,2,3,Home,30,0,7,4,,,,0.0,6,6,,,21857,21448,22032,StatusOfficial,ResultKickReturned,13.0,Visitor,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,83,1676772669.0,76269,2023-02-18 21:11:09.000000,EventFootballRush,1-10-ORL 26 (2:13) 28 K. Taylor rush to ORL 33 for 7 yards (47 C. Rivers),,True,1,2,13,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,33,2302002-ORL-at-HOU,133,1033,2833,2:13,2,3,Visitor,26,0,7,4,,,,0.0,6,6,1.0,10.0,21820,,,StatusOfficial,,,,,21528,2,7.0,Visitor,26.0,1.0,7.0,0:34, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,85,1676772694.0,76294,2023-02-18 21:11:34.000000,EventFootballRush,2-3-ORL 33 (1:47) 28 K. Taylor rush to ORL 45 for 12 yards (18 J. Mosley),,True,1,1,47,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,34,2302002-ORL-at-HOU,107,1007,2807,1:47,2,3,Visitor,33,0,7,4,,,,0.0,6,6,2.0,3.0,21108,,,StatusOfficial,,,,,21528,2,12.0,Visitor,26.0,2.0,19.0,0:49, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,87,1676772716.0,76316,2023-02-18 21:11:56.000000,EventFootballRush,1-10-ORL 45 (1:26) 28 K. Taylor rush to ORL 48 for 3 yards (47 C. Rivers),,True,1,1,26,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,35,2302002-ORL-at-HOU,86,986,2786,1:26,2,3,Visitor,45,0,7,4,,,,0.0,6,6,1.0,10.0,21820,,,StatusOfficial,,,,,21528,2,3.0,Visitor,26.0,3.0,22.0,1:08, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,ORL,4,HOU,2,90,1676772751.0,76351,2023-02-18 21:12:31.000000,EventFootballPass,2-7-ORL 48 (0:50) 6 P. Lynch pass to 18 A. Jamiel to HOU 27 for 25 yards (30 W. Likely),,True,1,0,50,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_ORL@HOU,,QBStat,36,2302002-ORL-at-HOU,50,950,2750,0:50,2,3,Visitor,48,0,7,4,,,,0.0,6,6,2.0,7.0,22601,,,StatusOfficial,ResultPassComplete,,,,,6,25.0,Visitor,26.0,4.0,47.0,1:54, ,22605,20783,,,,,,,,,,,,,,,,,,,,,,,,,,
