season,game_id,away_team_abv,away_team,home_team_abv,home_team,roof,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,posteam,LastPlaySummary,LastPlayStatus,home_team_has_pos,posteam_abv,defteam_abv,receive_2h_ko_team,VisTimeouts,HomeTimeouts,posteam_timeouts_remaining,defteam_timeouts_remaining,BallOn_Side,BallOn_YardNum,DriveNum,yardline_100,spread_line,VisScore,HomeScore,down,ydstogo,MapRoleTackler1,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRolePasser,MapRoleReceiver,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_TOP,Result,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,Drive_Yards,MapRoleRusher,FootballYards,MapRolePunter,FootballPuntYards,MapRolePuntreturner,FootballPuntRetYards,MapRolePassDefender,MapRoleTackler2,FootballMainScoringPlay,FootballConvAttPts,MapRoleQbHitter,MapRoleSacker1,FootballTimeoutTeamId,MapRoleSacker2,MapRoleInterceptor,FootballKickYards,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,outdoors,395,1679785835.0,69035,2023-03-25 19:10:35.000000,EventFootballPunt,"4-3-Midfield (11:14) 17 M. Carrizosa punts 36 yards from Midfield to STL 14. 13 A. Proehl to STL 8 for 4 yards (45 M. Spaight) PENALTY on (STL) 38 B. Sebastian, 10 yards",,True,1,11,14,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,10,2302022-STL-at-VGS,674,1574,3374,11:14,7,,,1.0,VGS,STL,0.0,3,3,3.0,3.0,Home,50,2,50.0,0,0,0,4.0,3.0,45,,,StatusOfficial,ResultKickReturned,,Visitor,8.0,,,Home,43.0,3.0,1:42,PUNT,5,21389,10.0,ResultPenaltyAuto1Stdown,NA,7.0,,,21784,36.0,21263,4.0,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,outdoors,396,1679786093.0,69293,2023-03-25 19:14:53.000000,EventFootballRush,1-10-STL 8 (10:58) 23 B. Hill rush to STL 10 for 2 yards (98 C. Walker),,True,1,10,58,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,11,2302022-STL-at-VGS,658,1558,3358,10:58,5,,,0.0,STL,VGS,0.0,3,3,3.0,3.0,Visitor,8,3,92.0,0,0,0,1.0,10.0,22794,,,StatusOfficial,,,,,,,Visitor,8.0,1.0,0:13, ,,,,,,2.0,20688,2.0,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,outdoors,397,1679786134.0,69334,2023-03-25 19:15:34.000000,EventFootballPass,2-8-STL 10 (10:16) 10 A. McCarron pass incomplete to 88 H. Butler Pass Defended by 29 C. Avery,,True,1,10,16,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,12,2302022-STL-at-VGS,616,1516,3316,10:16,5,,,0.0,STL,VGS,0.0,3,3,3.0,3.0,Visitor,10,3,90.0,0,0,0,2.0,8.0,,,,StatusOfficial,ResultPassIncomplete,,,,22026,22333,Visitor,8.0,2.0,0:43, ,,,,,,2.0,,,,,,,20066,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,outdoors,398,1679786172.0,69372,2023-03-25 19:16:12.000000,EventFootballPass,"3-8-STL 10 (9:51) 10 A. McCarron pass to 23 B. Hill to STL 15 for 5 yards (6 K. Kennedy, 25 M. Evans)",,True,1,9,51,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,13,2302022-STL-at-VGS,591,1491,3291,9:51,5,,,0.0,STL,VGS,0.0,3,3,3.0,3.0,Visitor,10,3,90.0,0,0,0,3.0,8.0,21943,,,StatusOfficial,ResultPassComplete,,,,22026,20688,Visitor,8.0,3.0,1:17, ,,,,,,7.0,,5.0,,,,,,20461,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,outdoors,399,1679786201.0,69401,2023-03-25 19:16:41.000000,EventFootballPunt,4-3-STL 15 (9:22) 16 S. Hofrichter punts 56 yards from STL 15 to VGS 29. 10 M. Sexton to VGS 32 for 3 yards (53 C. Wells),,True,1,9,22,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,14,2302022-STL-at-VGS,562,1462,3262,9:22,5,,,0.0,STL,VGS,0.0,3,3,3.0,3.0,Visitor,15,3,85.0,0,0,0,4.0,3.0,53,,,StatusOfficial,ResultKickReturned,,Home,32.0,,,Visitor,8.0,3.0,1:52,PUNT,,,,,,7.0,,,20704,56.0,21882,3.0,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,outdoors,400,1679786271.0,69471,2023-03-25 19:17:51.000000,EventFootballRush,"1-10-VGS 32 (8:48) 15 R. Smith rush to VGS 36 for 4 yards (26 N. Meadors, 53 C. Wells)",,True,1,8,48,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,15,2302022-STL-at-VGS,528,1428,3228,8:48,7,,,1.0,VGS,STL,0.0,3,3,3.0,3.0,Home,32,4,68.0,0,0,0,1.0,10.0,22352,,,StatusOfficial,,,,,,,Home,32.0,1.0,0:18, ,,,,,,4.0,21447,4.0,,,,,,21833,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,outdoors,401,1679786304.0,69504,2023-03-25 19:18:24.000000,EventFootballRush,2-6-VGS 36 (8:15) 15 R. Smith rush to VGS 37 for 1 yard (27 M. Rose),,True,1,8,15,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,16,2302022-STL-at-VGS,495,1395,3195,8:15,7,,,1.0,VGS,STL,0.0,3,3,3.0,3.0,Home,36,4,64.0,0,0,0,2.0,6.0,21340,,,StatusOfficial,,,,,,,Home,32.0,2.0,0:43, ,,,,,,5.0,21447,1.0,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,outdoors,402,1679786342.0,69542,2023-03-25 19:19:02.000000,EventFootballRush,3-5-VGS 37 (7:37) 12 L. Perez rush to VGS 41 for 4 yards (26 N. Meadors),,True,1,7,37,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,17,2302022-STL-at-VGS,457,1357,3157,7:37,7,,,1.0,VGS,STL,0.0,3,3,3.0,3.0,Home,37,4,63.0,0,0,0,3.0,5.0,22352,,,StatusOfficial,,,,,,,Home,32.0,3.0,1:36, ,,,,,,9.0,21207,4.0,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,outdoors,403,1679786374.0,69574,2023-03-25 19:19:34.000000,EventFootballPunt,"4-1-VGS 41 (7:05) 17 M. Carrizosa punts 35 yards from VGS 41 to STL 24. 13 A. Proehl to STL 38 for 10 yards (0 P. Taumoepenu, 20 J. Johnson) PENALTY on Vegas Vipers, 5 yards",,True,1,7,5,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,18,2302022-STL-at-VGS,425,1325,3125,7:05,7,,,1.0,VGS,STL,0.0,3,3,3.0,3.0,Home,41,4,59.0,0,0,0,4.0,1.0,22033,,,StatusOfficial,ResultKickReturned,,Visitor,38.0,,,Home,32.0,3.0,2:17,PUNT,7,TM,5.0,ResultPenaltyRepeatdown,NA,9.0,,,21784,35.0,21263,10.0,,20,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,outdoors,404,1679786604.0,69804,2023-03-25 19:23:24.000000,EventFootballPass,1-10-STL 38 (6:52) 10 A. McCarron pass to 11 D. Shepherd to STL 40 for 2 yards (23 M. Roberts),,True,1,6,52,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,19,2302022-STL-at-VGS,412,1312,3112,6:52,5,,,0.0,STL,VGS,0.0,3,3,3.0,3.0,Visitor,38,5,62.0,0,0,0,1.0,10.0,21960,,,StatusOfficial,ResultPassComplete,,,,22026,21822,Visitor,38.0,1.0,0:14, ,,,,,,2.0,,2.0,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,outdoors,405,1679786641.0,69841,2023-03-25 19:24:01.000000,EventFootballRush,"2-8-STL 40 (6:15) 21 M. Durant rush to STL 49 for 9 yards (44 V. Beasley, 9 D. Anderson)",,True,1,6,15,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,20,2302022-STL-at-VGS,375,1275,3075,6:15,5,,,0.0,STL,VGS,0.0,3,3,3.0,3.0,Visitor,40,5,60.0,0,0,0,2.0,8.0,21739,,,StatusOfficial,,,,,,,Visitor,38.0,2.0,1:08, ,,,,,,11.0,21856,9.0,,,,,,20039,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,outdoors,406,1679786684.0,69884,2023-03-25 19:24:44.000000,EventFootballRush,1-10-STL 49 (5:32) 10 A. McCarron rush to VGS 35 for 16 yards (22 A. Sparks),,True,1,5,32,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,21,2302022-STL-at-VGS,332,1232,3032,5:32,5,,,0.0,STL,VGS,0.0,3,3,3.0,3.0,Visitor,49,5,51.0,0,0,0,1.0,10.0,21462,,,StatusOfficial,,,,,,,Visitor,38.0,3.0,1:39, ,,,,,,27.0,22026,16.0,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,outdoors,407,1679786717.0,69917,2023-03-25 19:25:17.000000,EventFootballRush,1-10-VGS 35 (4:59) 21 M. Durant rush to VGS 33 for 2 yards (96 K. Pinkney),,True,1,4,59,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,22,2302022-STL-at-VGS,299,1199,2999,4:59,5,,,0.0,STL,VGS,0.0,3,3,3.0,3.0,Home,35,5,35.0,0,0,0,1.0,10.0,21238,,,StatusOfficial,,,,,,,Visitor,38.0,4.0,2:33, ,,,,,,29.0,21856,2.0,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,outdoors,408,1679786758.0,69958,2023-03-25 19:25:58.000000,EventFootballPass,"2-8-VGS 40 (4:17) 10 A. McCarron pass to 23 B. Hill to VGS 33 for 7 yards (45 M. Spaight) PENALTY on (STL) 78 V. Alexander, 15 yards",,True,1,4,17,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,23,2302022-STL-at-VGS,257,1157,2957,4:17,5,,,0.0,STL,VGS,0.0,3,3,3.0,3.0,Home,40,5,40.0,0,0,0,2.0,8.0,22885,,,StatusOfficial,ResultPassComplete,,,,22026,20688,Visitor,38.0,5.0,3:02, ,5,21843,15.0,ResultPenaltyLossdown,NA,34.0,,7.0,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,outdoors,409,1679786856.0,70056,2023-03-25 19:27:36.000000,EventFootballPass,3-15-VGS 25 (3:23) 10 A. McCarron pass to 88 H. Butler to VGS 10 for 15 yards (25 M. Evans),,True,1,3,23,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,24,2302022-STL-at-VGS,203,1103,2903,3:23,5,,,0.0,STL,VGS,0.0,3,3,3.0,3.0,Home,25,5,25.0,0,0,0,3.0,15.0,20461,,,StatusOfficial,ResultPassComplete,,,,22026,22333,Visitor,38.0,6.0,3:50, ,,,,,,52.0,,15.0,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,outdoors,410,1679786881.0,70081,2023-03-25 19:28:01.000000,EventFootballPass,1-10-VGS 25 (2:58) 10 A. McCarron pass to 23 B. Hill to VGS 24 for 1 yard (45 M. Spaight),,True,1,2,58,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,25,2302022-STL-at-VGS,178,1078,2878,2:58,5,,,0.0,STL,VGS,0.0,3,3,3.0,3.0,Home,25,5,25.0,0,0,0,1.0,10.0,22885,,,StatusOfficial,ResultPassComplete,,,,22026,20688,Visitor,38.0,7.0,4:21, ,,,,,,38.0,,1.0,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,outdoors,411,1679786915.0,70115,2023-03-25 19:28:35.000000,EventFootballPass,2-9-VGS 24 (2:25) 10 A. McCarron pass to 15 G. Campbell to VGS 16 for 8 yards (25 M. Evans),,True,1,2,25,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,26,2302022-STL-at-VGS,145,1045,2845,2:25,5,,,0.0,STL,VGS,0.0,3,3,3.0,3.0,Home,24,5,24.0,0,0,0,2.0,9.0,20461,,,StatusOfficial,ResultPassComplete,,,,22026,20249,Visitor,38.0,8.0,4:55, ,,,,,,46.0,,8.0,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,outdoors,412,1679786951.0,70151,2023-03-25 19:29:11.000000,EventFootballRush,"3-1-VGS 16 (1:48) 0 K. Walker rush to VGS 17 for -1 yards (29 C. Avery, 9 D. Anderson)",,True,1,1,48,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,27,2302022-STL-at-VGS,108,1008,2808,1:48,5,,,0.0,STL,VGS,0.0,3,3,3.0,3.0,Home,16,5,16.0,0,0,0,3.0,1.0,20066,,,StatusOfficial,,,,,,,Visitor,38.0,9.0,5:26, ,,,,,,45.0,22033,-1.0,,,,,,20039,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,outdoors,413,1679786990.0,70190,2023-03-25 19:29:50.000000,EventFootballPass,"4-2-VGS 17 (1:10) 10 A. McCarron pass to 15 G. Campbell to VGS 3 for 14 yards (6 K. Kennedy, 9 D. Anderson)",,True,1,1,10,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,28,2302022-STL-at-VGS,70,970,2770,1:10,5,,,0.0,STL,VGS,0.0,3,3,3.0,3.0,Home,17,5,17.0,0,0,0,4.0,2.0,21943,,,StatusOfficial,ResultPassComplete,,,,22026,20249,Visitor,38.0,10.0,6:04, ,,,,,,58.0,,14.0,,,,,,20039,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,outdoors,414,1679787033.0,70233,2023-03-25 19:30:33.000000,EventFootballRush,1-4-VGS 3 (0:27) 0 K. Walker rush to VGS 4 for -1 yards (29 C. Avery),,True,1,0,27,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,29,2302022-STL-at-VGS,27,927,2727,0:27,5,,,0.0,STL,VGS,0.0,3,3,3.0,3.0,Home,3,5,3.0,0,0,0,1.0,4.0,20066,,,StatusOfficial,,,,,,,Visitor,38.0,11.0,6:54, ,,,,,,58.0,22033,-1.0,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,outdoors,415,1679787270.0,70470,2023-03-25 19:34:30.000000,EventFootballPass,"2-5-VGS 4 (14:57) 10 A. McCarron pass to 12 G. Jennings for 4 yards, TOUCHDOWN",,True,2,14,57,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,30,2302022-STL-at-VGS,897,897,2697,14:57,5,,,0.0,STL,VGS,0.0,3,3,3.0,3.0,Home,4,5,4.0,0,0,0,2.0,5.0,,,,StatusOfficial,ResultPassComplete,,,,22026,22038,Visitor,38.0,12.0,7:11,TD,,,,,,62.0,,4.0,,,,,,,ScoreTypeTd,,,,,,,,0,1.0,0.0,0.0,0.0,1.0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,STL,5,VGS,7,outdoors,416,1679787299.0,70499,2023-03-25 19:34:59.000000,EventFootballPat2PtPass,FROM VGS 5 (14:54) 10 A. McCarron 2-pt conversion pass to 11 D. Shepherd GOOD,,True,2,14,54,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_25_STL@VGS,,QBStat,31,2302022-STL-at-VGS,894,894,2694,14:54,5,,,0.0,STL,VGS,0.0,3,3,3.0,3.0,Home,5,5,5.0,0,6,0,,,,,,StatusOfficial,ResultPassComplete,,,,22026,21822,,,,,,,,,,,,,5.0,,,,,,,ScoreTypeConv,2.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0
