season,game_id,away_team_abv,away_team,home_team_abv,home_team,roof,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,posteam,LastPlaySummary,LastPlayStatus,home_team_has_pos,posteam_abv,defteam_abv,receive_2h_ko_team,VisTimeouts,HomeTimeouts,posteam_timeouts_remaining,defteam_timeouts_remaining,BallOn_Side,BallOn_YardNum,DriveNum,yardline_100,spread_line,VisScore,HomeScore,MapRoleTackler1,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRolePasser,MapRoleReceiver,MapRoleTackler2,down,ydstogo,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRoleRusher,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_PenaltyResult,FootballPenalty_Description,FootballMainScoringPlay,FootballConvAttPts,MapRolePunter,FootballPuntYards,MapRoleSacker1,MapRolePuntreturner,FootballPuntRetYards,FootballKickYards,FootballPenalty_Yards,MapRolePassDefender,FootballTimeoutTeamId,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,MapRoleQbHitter,FootballZone,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,27,1679191763.0,79763,2023-03-19 02:09:23.000000,EventFootballRush,3-1-VGS 20 (11:04) 6 P. Lynch rush to VGS 19 for 1 yard (23 M. Roberts),,True,1,11,4,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,10,2302019-ORL-at-VGS,664,1564,3364,11:04,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Home,20,1,20.0,0,0,0,21960,,,StatusOfficial,,,,,,,,3.0,1.0,1.0,Visitor,33.0,9.0,48.0,4:16, ,22605,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,28,1679191798.0,79798,2023-03-19 02:09:58.000000,EventFootballPass,1-10-VGS 19 (10:28) 6 P. Lynch pass to 14 C. Rambo to VGS 5 for 14 yards (28 C. Avery),,True,1,10,28,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,11,2302019-ORL-at-VGS,628,1528,3328,10:28,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Home,19,1,19.0,0,0,0,20066,,,StatusOfficial,ResultPassComplete,,,,22605,22018,,1.0,10.0,14.0,Visitor,33.0,10.0,62.0,4:56, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,30,1679191833.0,79833,2023-03-19 02:10:33.000000,EventFootballRush,1-5-VGS 5 (9:54) 30 J. Martin rush to VGS 2 for 3 yards (0 P. Taumoepenu),,True,1,9,54,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,12,2302019-ORL-at-VGS,594,1494,3294,9:54,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Home,5,1,5.0,0,0,0,21968,,,StatusOfficial,,,,,,,,1.0,5.0,3.0,Visitor,33.0,11.0,65.0,5:13, ,20997,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,40,1679191868.0,79868,2023-03-19 02:11:08.000000,EventFootballRush,"2-2-VGS 2 (9:18) 5 Q. Flowers rush to VGS 1 for 1 yard (9 D. Anderson, 90 J. Martin)",,True,1,9,18,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,13,2302019-ORL-at-VGS,558,1458,3258,9:18,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Home,2,1,2.0,0,0,0,20039,,,StatusOfficial,,,,,,,21948,2.0,2.0,1.0,Visitor,33.0,12.0,66.0,6:15, ,20490,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,35,1679191928.0,79928,2023-03-19 02:12:08.000000,EventFootballPenalty,"3-1-VGS 1 (8:45) PENALTY on Vegas Vipers, 0 yards",,True,1,8,45,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,14,2302019-ORL-at-VGS,525,1425,3225,8:45,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Home,1,1,1.0,0,0,0,,,,StatusOfficial,,,,,,,,3.0,1.0,,Visitor,33.0,12.0,66.0,6:19, ,,7,TM,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,37,1679191949.0,79949,2023-03-19 02:12:29.000000,EventFootballRush,"3-1-VGS 1 (8:25) 5 Q. Flowers rush for 1 yard, TOUCHDOWN",,True,1,8,25,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,15,2302019-ORL-at-VGS,505,1405,3205,8:25,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Home,1,1,1.0,0,0,0,,,,StatusOfficial,,,,,,,,3.0,1.0,1.0,Visitor,33.0,13.0,67.0,6:35,TD,20490,,,,,ScoreTypeTd,,,,,,,,,,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,39,1679191971.0,79971,2023-03-19 02:12:51.000000,EventFootballPat1PtRush,30 J. Martin 1-pt conversion rush attempt GOOD,,True,1,8,25,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,16,2302019-ORL-at-VGS,505,1405,3205,8:25,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Home,2,1,2.0,0,6,0,,,,StatusOfficial,,,,,,,,,,2.0,,,,,,,20997,,,,,ScoreTypeConv,1.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,42,1679192154.0,80154,2023-03-19 02:15:54.000000,EventFootballKickoff,0 J. Borregales kicks from ORL 30. 5 D. Torrey to VGS 48 for 42 yards (0 J. Borregales),,True,1,8,25,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,17,2302019-ORL-at-VGS,505,1405,3205,8:25,7,,,1.0,VGS,ORL,0.0,3,3,3.0,3.0,Visitor,30,2,30.0,0,7,0,21741,21968,20490,StatusOfficial,ResultKickReturned,42.0,Home,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,45,1679192243.0,80243,2023-03-19 02:17:23.000000,EventFootballRush,"1-10-VGS 48 (8:15) 15 R. Smith rush to ORL 46 for 6 yards (88 C. Patton, 99 T. Sanders)",,True,1,8,15,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,18,2302019-ORL-at-VGS,495,1395,3195,8:15,7,,,1.0,VGS,ORL,0.0,3,3,3.0,3.0,Home,48,2,52.0,0,7,0,22001,,,StatusOfficial,,,,,,,21365,1.0,10.0,6.0,Home,48.0,1.0,6.0,0:34, ,21447,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,48,1679192284.0,80284,2023-03-19 02:18:04.000000,EventFootballPass,2-4-ORL 46 (7:35) 12 L. Perez pass incomplete to 19 G. Allison,,True,1,7,35,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,19,2302019-ORL-at-VGS,455,1355,3155,7:35,7,,,1.0,VGS,ORL,0.0,3,3,3.0,3.0,Visitor,46,2,46.0,0,7,0,,,,StatusOfficial,ResultPassIncomplete,,,,21207,22325,,2.0,4.0,,Home,48.0,2.0,6.0,0:57, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,50,1679192322.0,80322,2023-03-19 02:18:42.000000,EventFootballPass,3-4-ORL 46 (7:02) 12 L. Perez pass to 15 R. Smith to ORL 46 for 0 yards (44 T. Plummer),,True,1,7,2,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,20,2302019-ORL-at-VGS,422,1322,3122,7:02,7,,,1.0,VGS,ORL,0.0,3,3,3.0,3.0,Visitor,46,2,46.0,0,7,0,21244,,,StatusOfficial,ResultPassComplete,,,,21207,21447,,3.0,4.0,0.0,Home,48.0,3.0,6.0,1:39, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,52,1679192343.0,80343,2023-03-19 02:19:03.000000,EventFootballPunt,"4-4-ORL 46 (6:41) 17 M. Carrizosa punts 38 yards, downed at ORL 8",,True,1,6,41,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,21,2302019-ORL-at-VGS,401,1301,3101,6:41,7,,,1.0,VGS,ORL,0.0,3,3,3.0,3.0,Visitor,46,2,46.0,0,7,0,,,,StatusOfficial,ResultKickDowned,,Visitor,8.0,,,,4.0,4.0,,Home,48.0,3.0,6.0,1:44,PUNT,,,,,,,,21784,38.0,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,54,1679192559.0,80559,2023-03-19 02:22:39.000000,EventFootballRush,1-10-ORL 8 (6:18) 30 J. Martin rush to ORL 8 for 0 yards (45 M. Spaight),,True,1,6,18,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,22,2302019-ORL-at-VGS,378,1278,3078,6:18,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Visitor,8,3,92.0,0,7,0,22885,,,StatusOfficial,,,,,,,,1.0,10.0,0.0,Visitor,8.0,1.0,,0:07, ,20997,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,57,1679192598.0,80598,2023-03-19 02:23:18.000000,EventFootballPass,2-10-ORL 8 (5:41) 6 P. Lynch pass incomplete,,True,1,5,41,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,23,2302019-ORL-at-VGS,341,1241,3041,5:41,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Visitor,8,3,92.0,0,7,0,,,,StatusOfficial,ResultPassIncomplete,,,,22605,,,2.0,10.0,,Visitor,8.0,2.0,,0:43, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,60,1679192639.0,80639,2023-03-19 02:23:59.000000,EventFootballSack,3-10-ORL 8 (5:07) 6 P. Lynch sacked at ORL 1 for -7 yards (23 M. Roberts),,True,1,5,7,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,24,2302019-ORL-at-VGS,307,1207,3007,5:07,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Visitor,8,3,92.0,0,7,0,,,,StatusOfficial,,,,,22605,,,3.0,10.0,-7.0,Visitor,8.0,3.0,-7.0,1:25, ,,,,,,,,,,21960,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,62,1679192668.0,80668,2023-03-19 02:24:28.000000,EventFootballPunt,4-17-ORL 1 (4:37) 19 M. Brown punts 52 yards from ORL 1 to VGS 47. 10 M. Sexton to VGS 40 for 13 yards (41 J. Gemmel),,True,1,4,37,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,25,2302019-ORL-at-VGS,277,1177,2977,4:37,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Visitor,1,3,99.0,0,7,0,41,,,StatusOfficial,ResultKickReturned,,Home,40.0,,,,4.0,17.0,,Visitor,8.0,3.0,-7.0,2:04,PUNT,,,,,,,,20208,52.0,,21882,13.0,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,65,1679192820.0,80820,2023-03-19 02:27:00.000000,EventFootballRush,1-10-ORL 40 (4:11) 15 R. Smith rush to ORL 38 for 2 yards (56 S. Maponga),,True,1,4,11,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,26,2302019-ORL-at-VGS,251,1151,2951,4:11,7,,,1.0,VGS,ORL,0.0,3,3,3.0,3.0,Visitor,40,4,40.0,0,7,0,20992,,,StatusOfficial,,,,,,,,1.0,10.0,2.0,Visitor,40.0,1.0,2.0,0:23, ,21447,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,67,1679192856.0,80856,2023-03-19 02:27:36.000000,EventFootballPass,2-8-ORL 38 (3:36) 12 L. Perez pass to 13 J. Badet to ORL 35 for 3 yards (23 N. Hosein),,True,1,3,36,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,27,2302019-ORL-at-VGS,216,1116,2916,3:36,7,,,1.0,VGS,ORL,0.0,3,3,3.0,3.0,Visitor,38,4,38.0,0,7,0,20723,,,StatusOfficial,ResultPassComplete,,,,21207,20072,,2.0,8.0,3.0,Visitor,40.0,2.0,5.0,0:42, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,69,1679192898.0,80898,2023-03-19 02:28:18.000000,EventFootballPass,"3-5-ORL 35 (2:59) 12 L. Perez pass to 13 J. Badet for 35 yards, TOUCHDOWN",,True,1,2,59,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,28,2302019-ORL-at-VGS,179,1079,2879,2:59,7,,,1.0,VGS,ORL,0.0,3,3,3.0,3.0,Visitor,35,4,35.0,0,7,0,,,,StatusOfficial,ResultPassComplete,,,,21207,20072,,3.0,5.0,35.0,Visitor,40.0,3.0,40.0,1:14,TD,,,,,,ScoreTypeTd,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,1.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,71,1679192932.0,80932,2023-03-19 02:28:52.000000,EventFootballPat2PtPass,12 L. Perez 2-pt conversion pass to 15 R. Smith GOOD,,True,1,2,59,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,29,2302019-ORL-at-VGS,179,1079,2879,2:59,7,,,1.0,VGS,ORL,0.0,3,3,3.0,3.0,Visitor,5,4,5.0,0,7,6,,,,StatusOfficial,ResultPassComplete,,,,21207,21447,,,,5.0,,,,,,,,,,,,ScoreTypeConv,2.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,73,1679192963.0,80963,2023-03-19 02:29:23.000000,EventFootballKickoff,"47 B. Giffen kicks 65 yards from VGS 30 to end zone, Touchback",,True,1,2,59,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,30,2302019-ORL-at-VGS,179,1079,2879,2:59,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Home,30,5,30.0,0,7,8,,47,,StatusOfficial,ResultKickTouchback,,Visitor,35.0,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,ORL,4,VGS,7,outdoors,75,1679193087.0,81087,2023-03-19 02:31:27.000000,EventFootballPass,1-10-ORL 35 (2:56) 6 P. Lynch pass to 4 L. Lenoir to ORL 45 for 10 yards (25 M. Evans),,True,1,2,56,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_18_ORL@VGS,,QBStat,31,2302019-ORL-at-VGS,176,1076,2876,2:56,4,,,0.0,ORL,VGS,0.0,3,3,3.0,3.0,Visitor,35,5,65.0,0,7,8,20461,,,StatusOfficial,ResultPassComplete,,,,22605,21799,,1.0,10.0,10.0,Visitor,35.0,1.0,10.0,0:14, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
