season,game_id,away_team_abv,away_team,home_team_abv,home_team,roof,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,posteam,LastPlaySummary,LastPlayStatus,home_team_has_pos,posteam_abv,defteam_abv,receive_2h_ko_team,VisTimeouts,HomeTimeouts,posteam_timeouts_remaining,defteam_timeouts_remaining,BallOn_Side,BallOn_YardNum,DriveNum,yardline_100,spread_line,VisScore,HomeScore,down,ydstogo,MapRoleTackler1,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRoleRusher,MapRoleTackler2,FootballZone,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRolePasser,MapRoleReceiver,MapRoleSacker1,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,FootballMainScoringPlay,MapRolePassDefender,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,MapRoleInterceptor,MapRoleQbHitter,FootballConvAttPts,FootballTimeoutTeamId,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,25,1679274853.0,72853,2023-03-19 21:14:13.000000,EventFootballKickoff,"1 T. Russolino kicks from ARL 30. 11 K. Ballage to SA 29 for 21 yards (44 B. Rotimi, 81 N. Becker)",,True,1,9,39,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,11,2302020-ARL-at-SA,579,1479,3279,9:39,3,,,1.0,SA,ARL,0.0,3,3,3,3,Visitor,30,2,30,0,3,0,,,21348,20087,21707,StatusOfficial,ResultKickReturned,21.0,Home,29.0,,22326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,28,1679274921.0,72921,2023-03-19 21:15:21.000000,EventFootballPass,1-10-SA 29 (9:30) 17 R. Sinnett pass to 11 K. Ballage to SA 34 for 5 yards (18 D. Payne),,True,1,9,30,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,12,2302020-ARL-at-SA,570,1470,3270,9:30,3,,,1.0,SA,ARL,0.0,3,3,3,3,Home,29,2,71,0,3,0,1.0,10.0,22675,,,StatusOfficial,ResultPassComplete,,,,,,1,5.0,Home,29.0,1.0,5.0,0:29, ,22028,22034,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,30,1679274951.0,72951,2023-03-19 21:15:51.000000,EventFootballPass,2-5-SA 34 (9:07) 17 R. Sinnett pass to 18 T. Vasher to SA 47 for 13 yards (41 D. Bausby),,True,1,9,7,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,13,2302020-ARL-at-SA,547,1447,3247,9:07,3,,,1.0,SA,ARL,0.0,3,3,3,3,Home,34,2,66,0,3,0,2.0,5.0,20099,,,StatusOfficial,ResultPassComplete,,,,,,1,13.0,Home,29.0,2.0,18.0,0:46, ,22028,21898,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,32,1679274975.0,72975,2023-03-19 21:16:15.000000,EventFootballRush,1-10-SA 47 (8:43) 11 K. Ballage rush to SA 43 for -4 yards (50 W. Taylor),,True,1,8,43,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,14,2302020-ARL-at-SA,523,1423,3223,8:43,3,,,1.0,SA,ARL,0.0,3,3,3,3,Home,47,2,53,0,3,0,1.0,10.0,22375,,,StatusOfficial,,,,,22034,,2,-4.0,Home,29.0,3.0,14.0,1:13, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,34,1679275007.0,73007,2023-03-19 21:16:47.000000,EventFootballPass,2-14-SA 43 (8:11) 17 R. Sinnett pass to 88 A. Mack to SA 48 for 5 yards (5 W. Hill),,True,1,8,11,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,15,2302020-ARL-at-SA,491,1391,3191,8:11,3,,,1.0,SA,ARL,0.0,3,3,3,3,Home,43,2,57,0,3,0,2.0,14.0,20693,,,StatusOfficial,ResultPassComplete,,,,,,2,5.0,Home,29.0,4.0,19.0,1:36, ,22028,21765,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,36,1679275037.0,73037,2023-03-19 21:17:17.000000,EventFootballPenalty,"3-9-SA 48 (7:44) PENALTY on 18 T. Vasher, 5 yards",,True,1,7,44,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,16,2302020-ARL-at-SA,464,1364,3164,7:44,3,,,1.0,SA,ARL,0.0,3,3,3,3,Home,48,2,52,0,3,0,3.0,9.0,,,,StatusOfficial,,,,,,,,,Home,29.0,4.0,14.0,1:55, ,,,,3,21898,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,39,1679275078.0,73078,2023-03-19 21:17:58.000000,EventFootballPass,3-14-SA 43 (7:19) 17 R. Sinnett pass incomplete to 18 T. Vasher Pass Defended by 4 J. Powell,,True,1,7,19,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,17,2302020-ARL-at-SA,439,1339,3139,7:19,3,,,1.0,SA,ARL,0.0,3,3,3,3,Home,43,2,57,0,3,0,3.0,14.0,,,,StatusOfficial,ResultPassIncomplete,,,,,,2,,Home,29.0,5.0,14.0,2:23, ,22028,21898,,,,,,,,21251,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,47,1679275110.0,73110,2023-03-19 21:18:30.000000,EventFootballPunt,4-14-SA 43 (6:54) 0 B. Wing punts 45 yards from SA 43 to ARL 12. 4 J. Powell to ARL 31 for 19 yards (40 R. Jeffers),,True,1,6,54,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,18,2302020-ARL-at-SA,414,1314,3114,6:54,3,,,1.0,SA,ARL,0.0,3,3,3,3,Home,43,2,57,0,3,0,4.0,14.0,21116,,,StatusOfficial,ResultKickReturned,,Visitor,31.0,,,,,Home,29.0,5.0,14.0,2:54,PUNT,,,,,,,,,,,21706,21251,45.0,19.0,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,54,1679275354.0,73354,2023-03-19 21:22:34.000000,EventFootballPass,1-10-ARL 31 (6:38) 10 K. Sloter pass intended for 85 T. Vaughns INTERCEPTED by 5 T. Adewusi returned 4 yards to ARL 40,,True,1,6,38,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,19,2302020-ARL-at-SA,398,1298,3098,6:38,1,,,0.0,ARL,SA,0.0,3,3,3,3,Visitor,31,3,69,0,3,0,1.0,10.0,,,,StatusOfficial,ResultPassInterception,,Visitor,40.0,,,2,,Visitor,31.0,1.0,,0:16,INT,21884,22363,,,,,,,,,,,,,20008,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,53,1679275403.0,73403,2023-03-19 21:23:23.000000,EventFootballRush,1-10-ARL 40 (6:30) 11 K. Ballage rush to ARL 34 for 6 yards (36 C. Schooler),,True,1,6,30,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,20,2302020-ARL-at-SA,390,1290,3090,6:30,3,,,1.0,SA,ARL,0.0,3,3,3,3,Visitor,40,4,40,0,3,0,1.0,10.0,21379,,,StatusOfficial,,,,,22034,,1,6.0,Visitor,40.0,1.0,6.0,0:10, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,56,1679275436.0,73436,2023-03-19 21:23:56.000000,EventFootballPass,2-4-ARL 34 (5:59) 17 R. Sinnett pass incomplete to 6 F. Brown,,True,1,5,59,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,21,2302020-ARL-at-SA,359,1259,3059,5:59,3,,,1.0,SA,ARL,0.0,3,3,3,3,Visitor,34,4,34,0,3,0,2.0,4.0,,,,StatusOfficial,ResultPassIncomplete,,,,,,3,,Visitor,40.0,2.0,6.0,0:34, ,22028,20203,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,58,1679275474.0,73474,2023-03-19 21:24:34.000000,EventFootballPass,3-4-ARL 34 (5:25) 17 R. Sinnett pass to 11 K. Ballage to ARL 26 for 8 yards QB Hit by 6 D. Lambert (18 D. Payne),,True,1,5,25,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,22,2302020-ARL-at-SA,325,1225,3025,5:25,3,,,1.0,SA,ARL,0.0,3,3,3,3,Visitor,34,4,34,0,3,0,3.0,4.0,22675,,,StatusOfficial,ResultPassComplete,,,,,,3,8.0,Visitor,40.0,3.0,14.0,1:20, ,22028,22034,,,,,,,,,,,,,,20919,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,61,1679275515.0,73515,2023-03-19 21:25:15.000000,EventFootballPass,1-10-ARL 26 (4:44) 17 R. Sinnett pass to 6 F. Brown to ARL 13 for 13 yards (5 W. Hill),,True,1,4,44,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,23,2302020-ARL-at-SA,284,1184,2984,4:44,3,,,1.0,SA,ARL,0.0,3,3,3,3,Visitor,26,4,26,0,3,0,1.0,10.0,20693,,,StatusOfficial,ResultPassComplete,,,,,,3,13.0,Visitor,40.0,4.0,27.0,1:59, ,22028,20203,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,64,1679275571.0,73571,2023-03-19 21:26:11.000000,EventFootballRush,"1-10-ARL 13 (4:16) 11 K. Ballage rush to ARL 11 for 2 yards (36 C. Schooler, 18 D. Payne)",,True,1,4,16,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,24,2302020-ARL-at-SA,256,1156,2956,4:16,3,,,1.0,SA,ARL,0.0,3,3,3,3,Visitor,13,4,13,0,3,0,1.0,10.0,21379,,,StatusOfficial,,,,,22034,22675,2,2.0,Visitor,40.0,5.0,29.0,2:35, ,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,66,1679275610.0,73610,2023-03-19 21:26:50.000000,EventFootballPass,"2-8-ARL 11 (3:37) 17 R. Sinnett pass to 6 F. Brown to ARL 6 for 5 yards (5 W. Hill, 36 C. Schooler)",,True,1,3,37,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,25,2302020-ARL-at-SA,217,1117,2917,3:37,3,,,1.0,SA,ARL,0.0,3,3,3,3,Visitor,11,4,11,0,3,0,2.0,8.0,20693,,,StatusOfficial,ResultPassComplete,,,,,21379,1,5.0,Visitor,40.0,6.0,34.0,3:14, ,22028,20203,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,69,1679275652.0,73652,2023-03-19 21:27:32.000000,EventFootballPass,"3-3-ARL 6 (2:55) 17 R. Sinnett pass to 18 T. Vasher for 6 yards, TOUCHDOWN",,True,1,2,55,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,26,2302020-ARL-at-SA,175,1075,2875,2:55,3,,,1.0,SA,ARL,0.0,3,3,3,3,Visitor,6,4,6,0,3,0,3.0,3.0,,,,StatusOfficial,ResultPassComplete,,,,,,2,6.0,Visitor,40.0,7.0,40.0,3:37,TD,22028,21898,,,,,,,ScoreTypeTd,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,1.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,72,1679275698.0,73698,2023-03-19 21:28:18.000000,EventFootballPenalty,"PENALTY on 72 N. Price, 5 yards",,True,1,2,55,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,27,2302020-ARL-at-SA,175,1075,2875,2:55,3,,,1.0,SA,ARL,0.0,3,3,3,3,Visitor,2,4,2,0,3,6,,,,,,StatusOfficial,,,,,,,,,Visitor,40.0,7.0,33.0,3:37,TD,,,,3,21258,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,75,1679275746.0,73746,2023-03-19 21:29:06.000000,EventFootballPat1PtPass,17 R. Sinnett 1-pt conversion pass to 18 T. Vasher GOOD,,True,1,2,55,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,28,2302020-ARL-at-SA,175,1075,2875,2:55,3,,,1.0,SA,ARL,0.0,3,3,3,3,Visitor,7,4,7,0,3,6,,,,,,StatusOfficial,ResultPassComplete,,,,,,2,0.0,,,,,,,22028,21898,,,,,,,ScoreTypeConv,,,,,,,,1.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,374,1679275816.0,77416,2023-03-19 21:30:16.000000,EventFootballKickoff,"1 T. Russolino kicks from ARL 30. 11 K. Ballage to SA 31 for 18 yards (5 W. Hill, 44 B. Rotimi) PENALTY on 81 N. Becker, 5 yards",,True,3,14,54,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,79,2302020-ARL-at-SA,894,1794,1794,14:54,3,,,1.0,SA,ARL,0.0,3,3,3,3,Visitor,30,12,30,0,6,10,1.0,10.0,20693,20087,21707,StatusOfficial,ResultKickReturned,18.0,Home,31.0,,21348,,,,,,,,,,,,1,22326,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,86,1679275945.0,73945,2023-03-19 21:32:25.000000,EventFootballKickoff,"23 P. Romo kicks from SA 30. 20 K. Farrow to ARL 15 for 19 yards (5 T. Adewusi, 25 D. Lewis) PENALTY on 11 L. Winningham, 10 yards",,True,1,2,55,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,29,2302020-ARL-at-SA,175,1075,2875,2:55,1,,,0.0,ARL,SA,0.0,3,3,3,3,Home,30,5,30,0,3,7,,,20008,20810,21419,StatusOfficial,ResultKickReturned,19.0,Visitor,15.0,,22597,,,,,,,,,,,,1,21707,10.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_3_19_ARL@SA,ARL,1,SA,3,outdoors,79,1679276029.0,74029,2023-03-19 21:33:49.000000,EventFootballPass,"1-10-ARL 15 (2:42) 10 K. Sloter pass to 16 R. Hall to ARL 21 for 6 yards (15 J. Williams, 8 K. Kelly)",,True,1,2,42,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_3_19_ARL@SA,,QBStat,30,2302020-ARL-at-SA,162,1062,2862,2:42,1,,,0.0,ARL,SA,0.0,3,3,3,3,Visitor,15,5,85,0,3,7,1.0,10.0,21974,,,StatusOfficial,ResultPassComplete,,,,,22884,1,6.0,Visitor,15.0,1.0,6.0,0:34, ,21884,22529,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
