season,game_id,away_team_abv,away_team,home_team_abv,home_team,roof,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,posteam,LastPlaySummary,LastPlayStatus,home_team_has_pos,posteam_abv,defteam_abv,receive_2h_ko_team,VisTimeouts,HomeTimeouts,posteam_timeouts_remaining,defteam_timeouts_remaining,BallOn_Side,BallOn_YardNum,DriveNum,yardline_100,spread_line,VisScore,HomeScore,MapRoleTackler1,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRoleRusher,MapRoleTackler2,down,ydstogo,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRolePasser,MapRoleReceiver,MapRolePassDefender,FootballMainScoringPlay,FootballConvAttPts,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,MapRoleQbHitter,FootballZone,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,FootballTimeoutTeamId,MapRoleSacker1,MapRoleSacker2,MapRoleInterceptor,FootballKickYards,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_4_8_VGS@STL,VGS,7,STL,5,outdoors,28,1680974065.0,47665,2023-04-08 17:14:25.000000,EventFootballKickoff,FROM VGS 30 (11:25) 38 S. Sloman kicks from VGS 30. 11 D. Shepherd to STL 22 for 14 yards (89 C. Sutton),,True,1,11,25,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_8_VGS@STL,,QBStat,10,2302029-VGS-at-STL,685,1585,3385,11:25,5,,,1.0,STL,VGS,0.0,3,3,3.0,3.0,Visitor,30,2,30.0,0,8,0,21502,22904,21822,StatusOfficial,ResultKickReturned,14.0,Home,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_8_VGS@STL,VGS,7,STL,5,outdoors,198,1680974125.0,47725,2023-04-08 17:15:25.000000,EventFootballRush,"1-10-STL 22 (11:13) 23 B. Hill rush to STL 28 for 6 yards (95 B. Jones, 90 J. Martin)",,True,1,11,13,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_8_VGS@STL,,QBStat,11,2302029-VGS-at-STL,673,1573,3373,11:13,5,,,1.0,STL,VGS,0.0,3,3,3.0,3.0,Home,22,2,78.0,0,8,0,20832,,,StatusOfficial,,,,,20688,21948,1.0,10.0,6.0,Home,22.0,1.0,6.0,0:26, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_8_VGS@STL,VGS,7,STL,5,outdoors,32,1680974154.0,47754,2023-04-08 17:15:54.000000,EventFootballRush,2-4-STL 28 (10:43) 14 N. Tiano rush to STL 39 for 11 yards (30 S. Roberts),,True,1,10,43,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_8_VGS@STL,,QBStat,12,2302029-VGS-at-STL,643,1543,3343,10:43,5,,,1.0,STL,VGS,0.0,3,3,3.0,3.0,Home,28,2,72.0,0,8,0,21312,,,StatusOfficial,,,,,21558,,2.0,4.0,11.0,Home,22.0,2.0,17.0,0:53, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_8_VGS@STL,VGS,7,STL,5,outdoors,34,1680974187.0,47787,2023-04-08 17:16:27.000000,EventFootballPass,1-10-STL 39 (10:11) 14 N. Tiano pass to 88 H. Butler to STL 38 for -1 yards (6 K. Kennedy),,True,1,10,11,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_8_VGS@STL,,QBStat,13,2302029-VGS-at-STL,611,1511,3311,10:11,5,,,1.0,STL,VGS,0.0,3,3,3.0,3.0,Home,39,2,61.0,0,8,0,21943,,,StatusOfficial,ResultPassComplete,,,,,,1.0,10.0,-1.0,Home,22.0,3.0,16.0,1:37, ,21558,22333,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_8_VGS@STL,VGS,7,STL,5,outdoors,36,1680974226.0,47826,2023-04-08 17:17:06.000000,EventFootballRush,"2-11-STL 38 (9:31) 23 B. Hill rush to STL 44 for 6 yards (28 C. Avery, 23 M. Roberts)",,True,1,9,31,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_8_VGS@STL,,QBStat,14,2302029-VGS-at-STL,571,1471,3271,9:31,5,,,1.0,STL,VGS,0.0,3,3,3.0,3.0,Home,38,2,62.0,0,8,0,20066,,,StatusOfficial,,,,,20688,21960,2.0,11.0,6.0,Home,22.0,4.0,22.0,2:04, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_8_VGS@STL,VGS,7,STL,5,outdoors,38,1680974262.0,47862,2023-04-08 17:17:42.000000,EventFootballPass,3-5-STL 44 (8:58) 14 N. Tiano pass incomplete to 13 A. Proehl,,True,1,8,58,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_8_VGS@STL,,QBStat,15,2302029-VGS-at-STL,538,1438,3238,8:58,5,,,1.0,STL,VGS,0.0,3,3,3.0,3.0,Home,44,2,56.0,0,8,0,,,,StatusOfficial,ResultPassIncomplete,,,,,,3.0,5.0,,Home,22.0,5.0,22.0,2:31, ,21558,21263,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_8_VGS@STL,VGS,7,STL,5,outdoors,40,1680974282.0,47882,2023-04-08 17:18:02.000000,EventFootballPunt,"4-5-STL 44 (8:42) 16 S. Hofrichter punts 43 yards from STL 44 to VGS 13. 10 M. Sexton to VGS 8 for 0 yards (27 M. Rose, 51 W. Harvey) PENALTY on (VGS) 24 W. Adams, 8 yards",,True,1,8,42,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_8_VGS@STL,,QBStat,16,2302029-VGS-at-STL,522,1422,3222,8:42,5,,,1.0,STL,VGS,0.0,3,3,3.0,3.0,Home,44,2,56.0,0,8,0,21340,,,StatusOfficial,ResultKickReturned,,Visitor,8.0,,20647,4.0,5.0,,Home,22.0,5.0,22.0,2:43,PUNT,,,,,,20704,21882,43.0,0.0,7,20007,8.0,ResultPenaltyOnkickoffpat,NA,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_8_VGS@STL,VGS,7,STL,5,outdoors,42,1680974535.0,48135,2023-04-08 17:22:15.000000,EventFootballPass,"1-10-VGS 8 (8:18) 3 J. McClendon pass to 19 G. Allison to VGS 25 for 17 yards (99 G. Robinson, 39 C. Cooper)",,True,1,8,18,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_8_VGS@STL,,QBStat,17,2302029-VGS-at-STL,498,1398,3198,8:18,7,,,0.0,VGS,STL,0.0,3,3,3.0,3.0,Visitor,8,3,92.0,0,8,0,21319,,,StatusOfficial,ResultPassComplete,,,,,22336,1.0,10.0,17.0,Visitor,8.0,1.0,17.0,0:25, ,21022,22325,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_8_VGS@STL,VGS,7,STL,5,outdoors,44,1680974568.0,48168,2023-04-08 17:22:48.000000,EventFootballRush,"1-10-VGS 25 (7:45) 15 R. Smith rush to VGS 32 for 7 yards (98 F. Akinmoladun, 6 L. Williams)",,True,1,7,45,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_8_VGS@STL,,QBStat,18,2302029-VGS-at-STL,465,1365,3165,7:45,7,,,0.0,VGS,STL,0.0,3,3,3.0,3.0,Visitor,25,3,75.0,0,8,0,22386,,,StatusOfficial,,,,,21447,21678,1.0,10.0,7.0,Visitor,8.0,2.0,24.0,0:57, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_8_VGS@STL,VGS,7,STL,5,outdoors,46,1680974604.0,48204,2023-04-08 17:23:24.000000,EventFootballRush,2-3-VGS 32 (7:09) 3 J. McClendon rush to VGS 41 for 9 yards (25 L. Denis),,True,1,7,9,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_8_VGS@STL,,QBStat,19,2302029-VGS-at-STL,429,1329,3129,7:09,7,,,0.0,VGS,STL,0.0,3,3,3.0,3.0,Visitor,32,3,68.0,0,8,0,20385,,,StatusOfficial,,,,,21022,,2.0,3.0,9.0,Visitor,8.0,3.0,33.0,1:19, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_8_VGS@STL,VGS,7,STL,5,outdoors,49,1680974642.0,48242,2023-04-08 17:24:02.000000,EventFootballPass,1-10-VGS 41 (6:39) 3 J. McClendon pass dropped by 10 M. Sexton,,True,1,6,39,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_8_VGS@STL,,QBStat,20,2302029-VGS-at-STL,399,1299,3099,6:39,7,,,0.0,VGS,STL,0.0,3,3,3.0,3.0,Visitor,41,3,59.0,0,8,0,,,,StatusOfficial,ResultPassDropped,,,,,,1.0,10.0,,Visitor,8.0,4.0,33.0,1:56, ,21022,21882,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_8_VGS@STL,VGS,7,STL,5,outdoors,51,1680974687.0,48287,2023-04-08 17:24:47.000000,EventFootballPass,2-10-VGS 41 (6:01) 3 J. McClendon pass incomplete to 4 M. Bryant,,True,1,6,1,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_8_VGS@STL,,QBStat,21,2302029-VGS-at-STL,361,1261,3061,6:01,7,,,0.0,VGS,STL,0.0,3,3,3.0,3.0,Visitor,41,3,59.0,0,8,0,,,,StatusOfficial,ResultPassIncomplete,,,,,,2.0,10.0,,Visitor,8.0,5.0,33.0,2:27, ,21022,20218,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_8_VGS@STL,VGS,7,STL,5,outdoors,53,1680974728.0,48328,2023-04-08 17:25:28.000000,EventFootballPass,"3-10-VGS 41 (5:23) 3 J. McClendon pass to 10 M. Sexton to STL 47 for 12 yards (8 M. Hampton, 29 S. Kelly)",,True,1,5,23,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_8_VGS@STL,,QBStat,22,2302029-VGS-at-STL,323,1223,3023,5:23,7,,,0.0,VGS,STL,0.0,3,3,3.0,3.0,Visitor,41,3,59.0,0,8,0,21862,,,StatusOfficial,ResultPassComplete,,,,,21870,3.0,10.0,12.0,Visitor,8.0,6.0,45.0,3:17, ,21022,21882,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_8_VGS@STL,VGS,7,STL,5,outdoors,55,1680974767.0,48367,2023-04-08 17:26:07.000000,EventFootballRush,"1-10-STL 47 (4:44) 15 R. Smith rush to STL 45 for 2 yards (27 M. Rose, 29 S. Kelly)",,True,1,4,44,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_8_VGS@STL,,QBStat,23,2302029-VGS-at-STL,284,1184,2984,4:44,7,,,0.0,VGS,STL,0.0,3,3,3.0,3.0,Home,47,3,47.0,0,8,0,21340,,,StatusOfficial,,,,,21447,21870,1.0,10.0,2.0,Visitor,8.0,7.0,47.0,3:52, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_8_VGS@STL,VGS,7,STL,5,outdoors,57,1680974806.0,48406,2023-04-08 17:26:46.000000,EventFootballPenalty,"2-8-STL 45 (4:08) PENALTY on (STL) 56 T. Feeney, 5 yards",,True,1,4,8,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_8_VGS@STL,,QBStat,24,2302029-VGS-at-STL,248,1148,2948,4:08,7,,,0.0,VGS,STL,0.0,3,3,3.0,3.0,Home,45,3,45.0,0,8,0,,,,StatusOfficial,,,,,,,2.0,8.0,,Visitor,8.0,7.0,52.0,4:16, ,,,,,,,,,,5,22503,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_8_VGS@STL,VGS,7,STL,5,outdoors,59,1680974862.0,48462,2023-04-08 17:27:42.000000,EventFootballRush,2-3-STL 40 (3:43) 18 B. Burt rush to STL 26 for 14 yards (38 B. Sebastian),,True,1,3,43,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_8_VGS@STL,,QBStat,25,2302029-VGS-at-STL,223,1123,2923,3:43,7,,,0.0,VGS,STL,0.0,3,3,3.0,3.0,Home,40,3,40.0,0,8,0,21389,,,StatusOfficial,,,,,20232,,2.0,3.0,14.0,Visitor,8.0,8.0,66.0,4:49, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_8_VGS@STL,VGS,7,STL,5,outdoors,61,1680974893.0,48493,2023-04-08 17:28:13.000000,EventFootballRush,1-10-STL 26 (3:16) 18 B. Burt rush to STL 24 for 2 yards (99 G. Robinson),,True,1,3,16,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_8_VGS@STL,,QBStat,26,2302029-VGS-at-STL,196,1096,2896,3:16,7,,,0.0,VGS,STL,0.0,3,3,3.0,3.0,Home,26,3,26.0,0,8,0,21319,,,StatusOfficial,,,,,20232,,1.0,10.0,2.0,Visitor,8.0,9.0,68.0,5:17, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_8_VGS@STL,VGS,7,STL,5,outdoors,63,1680974927.0,48527,2023-04-08 17:28:47.000000,EventFootballRush,2-8-STL 24 (2:42) 15 R. Smith rush to STL 13 for 11 yards (39 C. Cooper),,True,1,2,42,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_8_VGS@STL,,QBStat,27,2302029-VGS-at-STL,162,1062,2862,2:42,7,,,0.0,VGS,STL,0.0,3,3,3.0,3.0,Home,24,3,24.0,0,8,0,22336,,,StatusOfficial,,,,,21447,,2.0,8.0,11.0,Visitor,8.0,10.0,79.0,5:53, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_8_VGS@STL,VGS,7,STL,5,outdoors,65,1680974968.0,48568,2023-04-08 17:29:28.000000,EventFootballRush,"1-10-STL 13 (2:01) 3 J. McClendon rush to STL 13 for 0 yards (99 G. Robinson, 56 T. Feeney)",,True,1,2,1,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_8_VGS@STL,,QBStat,28,2302029-VGS-at-STL,121,1021,2821,2:01,7,,,0.0,VGS,STL,0.0,3,3,3.0,3.0,Home,13,3,13.0,0,8,0,21319,,,StatusOfficial,,,,,21022,22503,1.0,10.0,0.0,Visitor,8.0,11.0,79.0,6:40, ,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_8_VGS@STL,VGS,7,STL,5,outdoors,67,1680975006.0,48606,2023-04-08 17:30:06.000000,EventFootballPass,2-10-STL 13 (1:23) 3 J. McClendon pass to 15 R. Smith to STL 1 for 12 yards (39 C. Cooper),,True,1,1,23,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_8_VGS@STL,,QBStat,29,2302029-VGS-at-STL,83,983,2783,1:23,7,,,0.0,VGS,STL,0.0,3,3,3.0,3.0,Home,13,3,13.0,0,8,0,22336,,,StatusOfficial,ResultPassComplete,,,,,,2.0,10.0,12.0,Visitor,8.0,12.0,91.0,7:12, ,21022,21447,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_8_VGS@STL,VGS,7,STL,5,outdoors,105,1680975046.0,48646,2023-04-08 17:30:46.000000,EventFootballRush,"1-1-STL 1 (0:47) 3 J. McClendon rush to STL 1 for 0 yards Fumbled by 3 J. McClendon,  Recovered by 3 J. McClendon (56 T. Feeney)",,True,1,0,47,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_8_VGS@STL,,QBStat,30,2302029-VGS-at-STL,47,947,2747,0:47,7,,,0.0,VGS,STL,0.0,3,3,3.0,3.0,Home,1,3,1.0,0,8,0,22503,,,StatusOfficial,,,Home,,21022,,1.0,1.0,,Visitor,8.0,13.0,79.0,8:24, ,,,,,,,,,,,,,,,,-12,7,21022,7,21022,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_8_VGS@STL,VGS,7,STL,5,outdoors,72,1680975126.0,48726,2023-04-08 17:32:06.000000,EventFootballPass,2-13-STL 13 (15:00) 3 J. McClendon pass incomplete to 8 J. Lovett QB Hit by 33 T. Watson,,True,1,15,0,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_8_VGS@STL,,QBStat,31,2302029-VGS-at-STL,900,1800,3600,15:00,7,,,0.0,VGS,STL,0.0,3,3,3.0,3.0,Home,13,3,13.0,0,8,0,,,,StatusOfficial,ResultPassIncomplete,,,,,,2.0,13.0,,Visitor,8.0,14.0,79.0,8:24, ,21022,21872,,,,,,,,,,,,,22297,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
