season,game_id,away_team_abv,away_team_id,home_team_abv,home_team_id,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,VisTimeouts,HomeTimeouts,BallOn_Side,BallOn_YardNum,DriveNum,pos_team_ID,PossTeamAbv,LastPlaySummary,LastPlayStatus,home_team_has_pos,yardline_100,VisScore,HomeScore,MapRolePasser,MapRoleReceiver,Down,Distance,FootballStatus,FootballPlayResult,FootballZone,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,MapRoleRusher,MapRoleTackler1,MapRoleTackler2,FootballYards,MapRoleSacker1,MapRolePunter,FootballPuntYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,FootballMainScoringPlay,FootballConvAttPts,MapRoleKicker,MapRoleKickreturner,FootballKickRetYards,MapRolePassDefender,MapRolePuntreturner,FootballTimeoutTeamId,FootballExtraYards_IndivOrTeam,FootballExtraYards_TeamId,FootballExtraYards_PlayerId,FootballExtraYards_Yards,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,FootballPuntRetYards,MapRoleSacker2,MapRoleQbHitter,punt_attempt,pass_touchdown,rush_touchdown,touchdown
2023,FOOTBALL_XFL_2023_2_23_STL@SEA,STL,5,SEA,6,164,1677204805.0,76405,2023-02-24 02:13:25.000000,EventFootballRush,"1-10-SEA 28 (10:58) 25 M. Ellison rush to SEA 34 for 6 yards (27 M. Rose, 29 S. Kelly)",,True,1,10,58,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_23_STL@SEA,,QBStat,10,2302005-STL-at-SEA,658,1558,3358,10:58,3,3,Home,28,3,6,,,,1.0,72,0,0,,,1.0,10.0,StatusOfficial,,1,Home,28.0,1.0,6.0,0:29, ,,,,,,20450,21340,21870,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_23_STL@SEA,STL,5,SEA,6,165,1677204842.0,76442,2023-02-24 02:14:02.000000,EventFootballRush,2-4-SEA 34 (10:20) 6 B. DiNucci rush to SEA 41 for 7 yards (38 B. Sebastian),,True,1,10,20,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_23_STL@SEA,,QBStat,11,2302005-STL-at-SEA,620,1520,3320,10:20,3,3,Home,34,3,6,,,,1.0,66,0,0,,,2.0,4.0,StatusOfficial,,2,Home,28.0,2.0,13.0,0:56, ,,,,,,21979,21389,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_23_STL@SEA,STL,5,SEA,6,166,1677204875.0,76475,2023-02-24 02:14:35.000000,EventFootballRush,"1-10-SEA 41 (9:47) 25 M. Ellison rush to SEA 46 for 5 yards (26 N. Meadors, 6 L. Williams)",,True,1,9,47,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_23_STL@SEA,,QBStat,12,2302005-STL-at-SEA,587,1487,3287,9:47,3,3,Home,41,3,6,,,,1.0,59,0,0,,,1.0,10.0,StatusOfficial,,3,Home,28.0,3.0,18.0,1:26, ,,,,,,20450,22352,21678,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_23_STL@SEA,STL,5,SEA,6,167,1677204915.0,76515,2023-02-24 02:15:15.000000,EventFootballPass,2-5-SEA 46 (9:08) 6 B. DiNucci pass to 80 B. Jackson to SEA 49 for 3 yards (27 M. Rose),,True,1,9,8,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_23_STL@SEA,,QBStat,13,2302005-STL-at-SEA,548,1448,3248,9:08,3,3,Home,46,3,6,,,,1.0,54,0,0,21979,20761,2.0,5.0,StatusOfficial,ResultPassComplete,2,Home,28.0,4.0,21.0,2:02, ,,,,,,,21340,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_23_STL@SEA,STL,5,SEA,6,168,1677204954.0,76554,2023-02-24 02:15:54.000000,EventFootballRush,3-2-SEA 49 (8:28) 6 B. DiNucci rush to STL 46 for 5 yards (26 N. Meadors),,True,1,8,28,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_23_STL@SEA,,QBStat,14,2302005-STL-at-SEA,508,1408,3208,8:28,3,3,Home,49,3,6,,,,1.0,51,0,0,,,3.0,2.0,StatusOfficial,,1,Home,28.0,5.0,26.0,2:45, ,,,,,,21979,22352,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_23_STL@SEA,STL,5,SEA,6,169,1677204993.0,76593,2023-02-24 02:16:33.000000,EventFootballPass,1-10-STL 46 (7:49) 6 B. DiNucci pass incomplete to 15 D. Willis,,True,1,7,49,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_23_STL@SEA,,QBStat,15,2302005-STL-at-SEA,469,1369,3169,7:49,3,3,Visitor,46,3,6,,,,1.0,46,0,0,21979,21695,1.0,10.0,StatusOfficial,ResultPassIncomplete,3,Home,28.0,7.0,40.0,3:55, ,,,,,,,,,,,,,,,,,,,,20965,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_23_STL@SEA,STL,5,SEA,6,170,1677205024.0,76624,2023-02-24 02:17:04.000000,EventFootballRush,2-10-STL 46 (7:26) 25 M. Ellison rush to STL 32 for 14 yards (95 E. Lumor),,True,1,7,26,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_23_STL@SEA,,QBStat,16,2302005-STL-at-SEA,446,1346,3146,7:26,3,3,Visitor,46,3,6,,,,1.0,46,0,0,,,2.0,10.0,StatusOfficial,,2,Home,28.0,7.0,40.0,3:45, ,,,,,,20450,20971,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_23_STL@SEA,STL,5,SEA,6,171,1677205065.0,76665,2023-02-24 02:17:45.000000,EventFootballPass,"1-10-STL 32 (6:52) 6 B. DiNucci pass to 15 D. Willis to STL 26 for 6 yards (51 W. Harvey, 26 N. Meadors)",,True,1,6,52,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_23_STL@SEA,,QBStat,17,2302005-STL-at-SEA,412,1312,3112,6:52,3,3,Visitor,32,3,6,,,,1.0,32,0,0,21979,21695,1.0,10.0,StatusOfficial,ResultPassComplete,3,Home,28.0,8.0,46.0,4:24, ,,,,,,,20647,22352,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_23_STL@SEA,STL,5,SEA,6,172,1677205101.0,76701,2023-02-24 02:18:21.000000,EventFootballPass,2-4-STL 26 (6:16) 6 B. DiNucci pass to 3 J. Pearson to STL 17 for 9 yards (39 C. Cooper),,True,1,6,16,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_23_STL@SEA,,QBStat,18,2302005-STL-at-SEA,376,1276,3076,6:16,3,3,Visitor,26,3,6,,,,1.0,26,0,0,21979,21203,2.0,4.0,StatusOfficial,ResultPassComplete,2,Home,28.0,9.0,55.0,4:55, ,,,,,,,22336,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_23_STL@SEA,STL,5,SEA,6,173,1677205133.0,76733,2023-02-24 02:18:53.000000,EventFootballRush,"1-10-STL 17 (5:44) 25 M. Ellison rush to STL 15 for 2 yards (29 S. Kelly, 51 W. Harvey)",,True,1,5,44,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_23_STL@SEA,,QBStat,19,2302005-STL-at-SEA,344,1244,3044,5:44,3,3,Visitor,17,3,6,,,,1.0,17,0,0,,,1.0,10.0,StatusOfficial,,2,Home,28.0,10.0,57.0,5:37, ,,,,,,20450,21870,20647,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_23_STL@SEA,STL,5,SEA,6,174,1677205170.0,76770,2023-02-24 02:19:30.000000,EventFootballRush,2-8-STL 15 (5:07) 28 B. Knox rush to STL 11 for 4 yards (93 D. Daniels),,True,1,5,7,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_23_STL@SEA,,QBStat,20,2302005-STL-at-SEA,307,1207,3007,5:07,3,3,Visitor,15,3,6,,,,1.0,15,0,0,,,2.0,8.0,StatusOfficial,,3,Home,28.0,11.0,61.0,6:04, ,,,,,,21871,21927,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_23_STL@SEA,STL,5,SEA,6,175,1677205211.0,76811,2023-02-24 02:20:11.000000,EventFootballPass,3-4-STL 11 (4:25) 6 B. DiNucci pass incomplete to 0 J. Gordon,,True,1,4,25,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_23_STL@SEA,,QBStat,21,2302005-STL-at-SEA,265,1165,2965,4:25,3,3,Visitor,11,3,6,,,,1.0,11,0,0,21979,22840,3.0,4.0,StatusOfficial,ResultPassIncomplete,4,Home,28.0,12.0,61.0,6:34, ,,,,,,,,,,,,,,,,,,,,21389,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_23_STL@SEA,STL,5,SEA,6,176,1677205252.0,76852,2023-02-24 02:20:52.000000,EventFootballFg,4-4-STL 11 (4:02) 11 D. Eberle 29 yard field goal is GOOD,,True,1,4,2,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_23_STL@SEA,,QBStat,22,2302005-STL-at-SEA,242,1142,2942,4:02,3,3,Visitor,11,3,6,,,,1.0,11,0,0,,,4.0,4.0,StatusOfficial,ResultKickMade,,Home,28.0,13.0,61.0,7:02,FG,,,,,,,,,29.0,,,,,,ScoreTypeFg,,22874,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_23_STL@SEA,STL,5,SEA,6,177,1677205473.0,77073,2023-02-24 02:24:33.000000,EventFootballKickoff,11 D. Eberle kicks from SEA 30. 11 D. Shepherd to STL 25 for 15 yards (36 Z. Kelly),,True,1,4,2,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_23_STL@SEA,,QBStat,23,2302005-STL-at-SEA,242,1142,2942,4:02,3,3,Home,30,4,5,,,,0.0,30,0,3,,,,,StatusOfficial,ResultKickReturned,,,,,,,,,,,,,,20878,,,,,,Visitor,25.0,,,21822,22874,15.0,,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_23_STL@SEA,STL,5,SEA,6,178,1677205515.0,77115,2023-02-24 02:25:15.000000,EventFootballRush,1-10-STL 25 (3:56) 0 K. Walker rush to STL 26 for 1 yard (58 A. Faoliu),,True,1,3,56,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_23_STL@SEA,,QBStat,24,2302005-STL-at-SEA,236,1136,2936,3:56,3,3,Visitor,25,4,5,,,,0.0,75,0,3,,,1.0,10.0,StatusOfficial,,2,Visitor,25.0,1.0,1.0,0:16, ,,,,,,22033,20466,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_23_STL@SEA,STL,5,SEA,6,179,1677205550.0,77150,2023-02-24 02:25:50.000000,EventFootballPass,2-9-STL 26 (3:21) 10 A. McCarron pass to 3 M. Ateman to STL 33 for 7 yards (26 J. Evans),,True,1,3,21,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_23_STL@SEA,,QBStat,25,2302005-STL-at-SEA,201,1101,2901,3:21,3,3,Visitor,26,4,5,,,,0.0,74,0,3,22026,20058,2.0,9.0,StatusOfficial,ResultPassComplete,3,Visitor,25.0,2.0,8.0,1:03, ,,,,,,,20460,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_23_STL@SEA,STL,5,SEA,6,56,1677205586.0,77186,2023-02-24 02:26:26.000000,EventFootballPass,3-2-STL 33 (2:45) 10 A. McCarron pass incomplete to 13 A. Proehl,,True,1,2,45,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_23_STL@SEA,,QBStat,26,2302005-STL-at-SEA,165,1065,2865,2:45,3,3,Visitor,33,4,5,,,,0.0,67,0,3,22026,21263,3.0,2.0,StatusOfficial,ResultPassIncomplete,1,Visitor,25.0,3.0,8.0,1:17, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_23_STL@SEA,STL,5,SEA,6,58,1677205642.0,77242,2023-02-24 02:27:22.000000,EventFootballPenalty,"4-2-STL 33 (2:17) PENALTY on 17 R. Farris, 5 yards",,True,1,2,17,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_23_STL@SEA,,QBStat,27,2302005-STL-at-SEA,137,1037,2837,2:17,3,3,Visitor,33,4,5,,,,0.0,67,0,3,,,4.0,2.0,StatusOfficial,,,Visitor,25.0,3.0,13.0,1:45, ,6,20468,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_23_STL@SEA,STL,5,SEA,6,60,1677205679.0,77279,2023-02-24 02:27:59.000000,EventFootballPass,1-10-STL 38 (2:01) 10 A. McCarron pass dropped by 3 M. Ateman,,True,1,2,1,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_23_STL@SEA,,QBStat,28,2302005-STL-at-SEA,121,1021,2821,2:01,3,3,Visitor,38,4,5,,,,0.0,62,0,3,22026,20058,1.0,10.0,StatusOfficial,ResultPassDropped,1,Visitor,25.0,4.0,13.0,2:18, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_23_STL@SEA,STL,5,SEA,6,62,1677205698.0,77298,2023-02-24 02:28:18.000000,EventFootballRush,"2-10-STL 38 (1:41) 0 K. Walker rush to STL 40 for 2 yards (92 P. Hall, 97 N. Lalos)",,True,1,1,41,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_23_STL@SEA,,QBStat,29,2302005-STL-at-SEA,101,1001,2801,1:41,3,3,Visitor,38,4,5,,,,0.0,62,0,3,,,2.0,10.0,StatusOfficial,,2,Visitor,25.0,5.0,15.0,2:34, ,,,,,,22033,21939,20918,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_23_STL@SEA,STL,5,SEA,6,64,1677205736.0,77336,2023-02-24 02:28:56.000000,EventFootballSack,3-8-STL 40 (1:04) 10 A. McCarron sacked at STL 33 for -7 yards (48 S. Miller),,True,1,1,4,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_23_STL@SEA,,QBStat,30,2302005-STL-at-SEA,64,964,2764,1:04,3,3,Visitor,40,4,5,,,,0.0,60,0,3,22026,,3.0,8.0,StatusOfficial,,,Visitor,25.0,6.0,8.0,3:14, ,,,,,,,,,-7.0,22630,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_23_STL@SEA,STL,5,SEA,6,66,1677205776.0,77376,2023-02-24 02:29:36.000000,EventFootballPunt,"4-15-STL 33 (0:24) 16 S. Hofrichter punts 40 yards, downed at SEA 27",,True,1,0,24,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_23_STL@SEA,,QBStat,31,2302005-STL-at-SEA,24,924,2724,0:24,3,3,Visitor,33,4,5,,,,0.0,67,0,3,,,4.0,15.0,StatusOfficial,ResultKickDowned,,Visitor,25.0,6.0,8.0,3:38,PUNT,,,,,,,,,,,20704,40.0,Home,27.0,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_23_STL@SEA,STL,5,SEA,6,68,1677205823.0,77423,2023-02-24 02:30:23.000000,EventFootballPass,1-10-SEA 27 (0:19) 6 B. DiNucci pass to 80 B. Jackson to SEA 46 for 19 yards (17 J. Alexander),,True,1,0,19,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_23_STL@SEA,,QBStat,32,2302005-STL-at-SEA,19,919,2719,0:19,3,3,Home,27,5,6,,,,1.0,73,0,3,21979,20761,1.0,10.0,StatusOfficial,ResultPassComplete,4,Home,27.0,1.0,19.0,0:17, ,,,,,,,21842,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_23_STL@SEA,STL,5,SEA,6,71,1677206063.0,77663,2023-02-24 02:34:23.000000,EventFootballPass,"1-10-SEA 46 (14:56) 6 B. DiNucci pass to 3 J. Pearson for 54 yards, TOUCHDOWN",,True,2,14,56,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_23_STL@SEA,,QBStat,33,2302005-STL-at-SEA,896,896,2696,14:56,3,3,Home,46,5,6,,,,1.0,54,0,3,21979,21203,1.0,10.0,StatusOfficial,ResultPassComplete,6,Home,27.0,2.0,73.0,0:34,TD,,,,,,,,,54.0,,,,,,ScoreTypeTd,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,1.0
2023,FOOTBALL_XFL_2023_2_23_STL@SEA,STL,5,SEA,6,73,1677206106.0,77706,2023-02-24 02:35:06.000000,EventFootballPat3PtPass,6 B. DiNucci 3-pt conversion pass to 0 J. Gordon GOOD,,True,2,14,50,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_23_STL@SEA,,QBStat,34,2302005-STL-at-SEA,890,890,2690,14:50,3,3,Visitor,10,5,6,,,,1.0,10,0,9,21979,22840,,,StatusOfficial,ResultPassComplete,1,,,,,,,,,,,,,,,10.0,,,,,,ScoreTypeConv,3.0,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0
