season,game_id,away_team_abv,away_team,home_team_abv,home_team,roof,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,posteam,LastPlaySummary,LastPlayStatus,home_team_has_pos,posteam_abv,defteam_abv,receive_2h_ko_team,VisTimeouts,HomeTimeouts,posteam_timeouts_remaining,defteam_timeouts_remaining,BallOn_Side,BallOn_YardNum,DriveNum,yardline_100,spread_line,VisScore,HomeScore,MapRoleTackler1,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRoleRusher,MapRoleTackler2,down,ydstogo,FootballYards,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRolePasser,MapRoleReceiver,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,MapRolePassDefender,MapRoleSacker1,FootballTimeoutTeamId,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,FootballMainScoringPlay,FootballConvAttPts,MapRoleQbHitter,MapRoleInterceptor,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,21,1682291435.0,69035,2023-04-23 23:10:35.000000,EventFootballPass,1-10-SEA 26 (10:42) 6 B. DiNucci pass to 0 J. Gordon to SEA 38 for 12 yards (6 K. Kennedy),,True,1,10,42,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,10,2302040-VGS-at-SEA,642,1542,3342,10:42,6,,,1.0,SEA,VGS,0.0,3,3,3.0,3.0,Home,26,2,74.0,0,0,0,21943,,,StatusOfficial,ResultPassComplete,,,,,,1.0,10.0,12.0,,,,,,Home,13.0,2.0,25.0,0:51, ,21979,22840,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,23,1682291475.0,69075,2023-04-23 23:11:15.000000,EventFootballPass,1-10-SEA 38 (10:02) 6 B. DiNucci pass to 0 J. Gordon to SEA 43 for 5 yards (6 K. Kennedy),,True,1,10,2,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,11,2302040-VGS-at-SEA,602,1502,3302,10:02,6,,,1.0,SEA,VGS,0.0,3,3,3.0,3.0,Home,38,2,62.0,0,0,0,21943,,,StatusOfficial,ResultPassComplete,,,,,,1.0,10.0,5.0,,,,,,Home,13.0,3.0,30.0,1:30, ,21979,22840,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,25,1682291512.0,69112,2023-04-23 23:11:52.000000,EventFootballRush,2-5-SEA 43 (9:25) 30 P. Lindsay rush to VGS 48 for 9 yards (9 D. Anderson),,True,1,9,25,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,12,2302040-VGS-at-SEA,565,1465,3265,9:25,6,,,1.0,SEA,VGS,0.0,3,3,3.0,3.0,Home,43,2,57.0,0,0,0,20039,,,StatusOfficial,,,,,22901,,2.0,5.0,9.0,,,,,,Home,13.0,4.0,39.0,2:06, ,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,40,1682291551.0,69151,2023-04-23 23:12:31.000000,EventFootballPass,"1-10-VGS 48 (8:46) 6 B. DiNucci pass to 89 C. Taumoepeau to VGS 36 for 12 yards (25 M. Evans, 9 D. Anderson)",,True,1,8,46,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,13,2302040-VGS-at-SEA,526,1426,3226,8:46,6,,,1.0,SEA,VGS,0.0,3,3,3.0,3.0,Visitor,48,2,48.0,0,0,0,20461,,,StatusOfficial,ResultPassComplete,,,,,20039,1.0,10.0,12.0,,,,,,Home,13.0,5.0,51.0,2:58, ,21979,21967,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,162,1682291593.0,69193,2023-04-23 23:13:13.000000,EventFootballRush,"1-10-VGS 36 (8:05) 19 T. Hammonds rush to VGS 29 for 7 yards (31 J. Summers, 28 C. Avery)",,True,1,8,5,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,14,2302040-VGS-at-SEA,485,1385,3185,8:05,6,,,1.0,SEA,VGS,0.0,3,3,3.0,3.0,Visitor,36,2,36.0,0,0,0,22754,,,StatusOfficial,,,,,20620,20066,1.0,10.0,7.0,,,,,,Home,13.0,6.0,58.0,3:38, ,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,31,1682291631.0,69231,2023-04-23 23:13:51.000000,EventFootballRush,"2-3-VGS 29 (7:27) 19 T. Hammonds rush to VGS 25 for 4 yards (98 C. Walker, 90 J. Martin)",,True,1,7,27,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,15,2302040-VGS-at-SEA,447,1347,3147,7:27,6,,,1.0,SEA,VGS,0.0,3,3,3.0,3.0,Visitor,29,2,29.0,0,0,0,22794,,,StatusOfficial,,,,,20620,21948,2.0,3.0,4.0,,,,,,Home,13.0,7.0,62.0,4:08, ,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,33,1682291673.0,69273,2023-04-23 23:14:33.000000,EventFootballPass,1-10-VGS 25 (6:44) 6 B. DiNucci pass to 19 T. Hammonds to VGS 16 for 9 yards (48 D. Calhoun),,True,1,6,44,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,16,2302040-VGS-at-SEA,404,1304,3104,6:44,6,,,1.0,SEA,VGS,0.0,3,3,3.0,3.0,Visitor,25,2,25.0,0,0,0,21744,,,StatusOfficial,ResultPassComplete,,,,,,1.0,10.0,9.0,,,,,,Home,13.0,8.0,71.0,4:45, ,21979,20620,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,35,1682291710.0,69310,2023-04-23 23:15:10.000000,EventFootballRush,2-1-VGS 16 (6:11) 19 T. Hammonds rush to VGS 21 for -5 yards (26 M. Smith),,True,1,6,11,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,17,2302040-VGS-at-SEA,371,1271,3071,6:11,6,,,1.0,SEA,VGS,0.0,3,3,3.0,3.0,Visitor,16,2,16.0,0,0,0,21444,,,StatusOfficial,,,,,20620,,2.0,1.0,-5.0,,,,,,Home,13.0,9.0,66.0,5:21, ,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,37,1682291754.0,69354,2023-04-23 23:15:54.000000,EventFootballPass,3-6-VGS 21 (5:28) 6 B. DiNucci pass incomplete to 86 K. McKnight,,True,1,5,28,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,18,2302040-VGS-at-SEA,328,1228,3028,5:28,6,,,1.0,SEA,VGS,0.0,3,3,3.0,3.0,Visitor,21,2,21.0,0,0,0,,,,StatusOfficial,ResultPassIncomplete,,,,,,3.0,6.0,,,,,,,Home,13.0,10.0,66.0,5:54, ,21979,21875,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,39,1682291789.0,69389,2023-04-23 23:16:29.000000,EventFootballFg,4-6-VGS 21 (4:57) 11 D. Eberle 39 yard field goal is NO GOOD,,True,1,4,57,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,19,2302040-VGS-at-SEA,297,1197,2997,4:57,6,,,1.0,SEA,VGS,0.0,3,3,3.0,3.0,Visitor,21,2,21.0,0,0,0,,22874,,StatusOfficial,ResultKickMissed,,,,,,4.0,6.0,39.0,,,,,,Home,13.0,11.0,66.0,6:28,MISSED FG,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,42,1682292015.0,69615,2023-04-23 23:20:15.000000,EventFootballPass,1-10-VGS 29 (4:54) 3 J. McClendon pass incomplete to 19 G. Allison Pass Defended by 1 B. Thompson,,True,1,4,54,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,20,2302040-VGS-at-SEA,294,1194,2994,4:54,7,,,0.0,VGS,SEA,0.0,3,3,3.0,3.0,Visitor,29,3,71.0,0,0,0,,,,StatusOfficial,ResultPassIncomplete,,,,,,1.0,10.0,,,,,,,Visitor,29.0,1.0,,0:10, ,21022,22325,,,,,22377,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,44,1682292046.0,69646,2023-04-23 23:20:46.000000,EventFootballRush,"2-10-VGS 29 (4:25) 8 J. Lovett rush to VGS 33 for 4 yards (97 N. Lalos, 52 A. Jackson)",,True,1,4,25,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,21,2302040-VGS-at-SEA,265,1165,2965,4:25,7,,,0.0,VGS,SEA,0.0,3,3,3.0,3.0,Visitor,29,3,71.0,0,0,0,20918,,,StatusOfficial,,,,,21872,20760,2.0,10.0,4.0,,,,,,Visitor,29.0,2.0,4.0,0:44, ,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,46,1682292085.0,69685,2023-04-23 23:21:25.000000,EventFootballPass,3-6-VGS 33 (3:47) 3 J. McClendon pass incomplete to 13 J. Badet Pass Defended by 16 M. Wright,,True,1,3,47,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,22,2302040-VGS-at-SEA,227,1127,2927,3:47,7,,,0.0,VGS,SEA,0.0,3,3,3.0,3.0,Visitor,33,3,67.0,0,0,0,,,,StatusOfficial,ResultPassIncomplete,,,,,,3.0,6.0,,,,,,,Visitor,29.0,3.0,4.0,1:23, ,21022,20072,,,,,21721,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,48,1682292123.0,69723,2023-04-23 23:22:03.000000,EventFootballPunt,4-6-VGS 33 (3:12) 17 M. Carrizosa punts 42 yards from VGS 33 to SEA 25. 86 K. McKnight to SEA 27 for 2 yards (10 M. Sexton),,True,1,3,12,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,23,2302040-VGS-at-SEA,192,1092,2892,3:12,7,,,0.0,VGS,SEA,0.0,3,3,3.0,3.0,Visitor,33,3,67.0,0,0,0,21882,,,StatusOfficial,ResultKickReturned,,Home,27.0,,,4.0,6.0,,,,,,,Visitor,29.0,3.0,4.0,1:45,PUNT,,,21784,21875,42.0,2.0,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,50,1682292358.0,69958,2023-04-23 23:25:58.000000,EventFootballPass,1-10-SEA 27 (3:04) 6 B. DiNucci pass incomplete to 4 J. Green,,True,1,3,4,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,24,2302040-VGS-at-SEA,184,1084,2884,3:04,6,,,1.0,SEA,VGS,0.0,3,3,3.0,3.0,Home,27,4,73.0,0,0,0,,,,StatusOfficial,ResultPassIncomplete,,,,,,1.0,10.0,,,,,,,Home,27.0,1.0,,0:10, ,21979,22035,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,53,1682292397.0,69997,2023-04-23 23:26:37.000000,EventFootballPass,"2-10-SEA 27 (2:28) 6 B. DiNucci pass to 15 D. Willis to SEA 31 for 4 yards (48 D. Calhoun, 26 M. Smith)",,True,1,2,28,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,25,2302040-VGS-at-SEA,148,1048,2848,2:28,6,,,1.0,SEA,VGS,0.0,3,3,3.0,3.0,Home,27,4,73.0,0,0,0,21744,,,StatusOfficial,ResultPassComplete,,,,,21444,2.0,10.0,4.0,,,,,,Home,27.0,2.0,4.0,0:49, ,21979,21695,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,55,1682292551.0,70151,2023-04-23 23:29:11.000000,EventFootballPass,3-6-SEA 31 (2:01) 6 B. DiNucci pass incomplete to 88 J. Veasy Pass Defended by 31 J. Summers,,True,1,2,1,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,26,2302040-VGS-at-SEA,121,1021,2821,2:01,6,,,1.0,SEA,VGS,0.0,3,3,3.0,3.0,Home,31,4,69.0,0,0,0,,,,StatusOfficial,ResultPassIncomplete,,,,,,3.0,6.0,,,,,,,Home,27.0,3.0,4.0,1:13, ,21979,22306,,,,,22754,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,57,1682292594.0,70194,2023-04-23 23:29:54.000000,EventFootballPunt,"4-6-SEA 31 (1:22) 10 C. Nizialek punts 39 yards from SEA 31 to 10 M. Sexton, Fair Catch at VGS 30",,True,1,1,22,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,27,2302040-VGS-at-SEA,82,982,2782,1:22,6,,,1.0,SEA,VGS,0.0,3,3,3.0,3.0,Home,31,4,69.0,0,0,0,,,,StatusOfficial,ResultKickFaircatch,,Visitor,30.0,,,4.0,6.0,,,,,,,Home,27.0,3.0,4.0,1:50,PUNT,,,21997,21882,39.0,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,59,1682292640.0,70240,2023-04-23 23:30:40.000000,EventFootballRush,"1-10-VGS 30 (1:18) 8 J. Lovett rush to VGS 35 for 5 yards (1 B. Thompson, 96 D. Joseph)",,True,1,1,18,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,28,2302040-VGS-at-SEA,78,978,2778,1:18,7,,,0.0,VGS,SEA,0.0,3,3,3.0,3.0,Visitor,30,5,70.0,0,0,0,22377,,,StatusOfficial,,,,,21872,21869,1.0,10.0,5.0,,,,,,Visitor,30.0,1.0,5.0,0:17, ,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,61,1682292675.0,70275,2023-04-23 23:31:15.000000,EventFootballRush,"2-5-VGS 35 (0:43) 8 J. Lovett rush to VGS 37 for 2 yards (52 A. Jackson, 99 T. Tisdale)",,True,1,0,43,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,29,2302040-VGS-at-SEA,43,943,2743,0:43,7,,,0.0,VGS,SEA,0.0,3,3,3.0,3.0,Visitor,35,5,65.0,0,0,0,20760,,,StatusOfficial,,,,,21872,21564,2.0,5.0,2.0,,,,,,Visitor,30.0,2.0,7.0,0:54, ,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_4_23_VGS@SEA,VGS,7,SEA,6,outdoors,63,1682292717.0,70317,2023-04-23 23:31:57.000000,EventFootballSack,3-3-VGS 37 (0:01) 3 J. McClendon sacked at VGS 33 for -4 yards (96 D. Joseph),,True,1,0,1,Half1,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_4_23_VGS@SEA,,QBStat,30,2302040-VGS-at-SEA,1,901,2701,0:01,7,,,0.0,VGS,SEA,0.0,3,3,3.0,3.0,Visitor,37,5,63.0,0,0,0,,,,StatusOfficial,,,,,,,3.0,3.0,-4.0,,,,,,Visitor,30.0,3.0,3.0,1:22, ,21022,,,,,,,21869,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
