Season,OfficialID,VisOrHome,JerseyNum,FirstName,LastName,LastNameSuffix,Position,PositionLongName,NAbbrev,Height,Weight,DOB,POB,Age,Hometown,Country,CountryCode,Nickname,InjuryStatus,InjuryDesc,GfxId,Headshot,IsStarting,Initials,Scratch,TrackingId,TeamId,Affiliate,CloudHeadshotURL,SquadId,College,LeagueStatus
2023,21173,Home,21,Garrett,Owens,,TE,,G. Owens,"6'2""",229,,,,,,,,,,21,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Garrett_Owens_21173.png,,,
2023,20149,Home,22,Max,Borghi,,RB,,M. Borghi,"5'9""",210,,,,,,,,,,22,,,,,,2,,,,,
2023,20368,Home,23,Sean,Davis,,DB,,S. Davis,"6'1""",201,10/23/1993,,29,,,,,,,23,,True,,,,2,,,,,
2023,22032,Home,24,Alexander,Myres,,DB,,A. Myres,"5'9""",187,4/20/1996,,26,,,,,,,24,,,,,,2,,,,,
2023,21848,Home,25,John,Brannon,,DB,,J. Brannon,"6'0""",189,3/10/1998,,24,,,,,,,25,,,,True,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/John_Brannon_21848.png,,,
2023,20033,Home,26,Brycen,Alleyne,,RB,,B. Alleyne,"5'5""",157,,,,,,,,,,26,,,,True,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Brycen_Alleyne_20033.png,,,
2023,20675,Home,29,A.J.,Hendy,,DB,,A. Hendy,"6'0""",206,4/8/1993,,29,,,,,,,29,,True,,,,2,,,,,
2023,22601,Home,30,William,Likely,,DB,,W. Likely,"5'8""",170,,,,,,,,,,30,,,,,,2,,,,,
2023,22857,Home,33,Trent,Harris,,LB,,T. Harris,"6'2""",248,,,,,,,,,,33,,True,,,,2,,,,,
2023,20940,Home,34,Dejoun,Lee,,RB,,D. Lee,"5'6""",173,3/14/1997,,25,,,,,,,34,,True,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Dejoun_Lee_20940.png,,,
2023,20885,Home,42,Brian,Khoury,,LS,,B. Khoury,"6'2""",237,,,,,,,,,,42,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Brian_Khoury_20885.png,,,
2023,20350,Home,45,John,Daka,,LB,,J. Daka,"6'2""",222,12/7/1997,,25,,,,,,,45,,,,,,2,,,,,
2023,21248,Home,46,Race,Porter,,P,,R. Porter,"6'2""",178,2/8/1998,,25,,,,,,,46,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Race_Porter_21248.png,,,
2023,21820,Home,47,Chauncey,Rivers,,LB,,C. Rivers,"6'2""",262,6/12/1997,,25,,,,,,,47,,,,,,2,,,,,
2023,21857,Home,52,Emmanuel,Ellerbee,,LB,,E. Ellerbee,"6'0""",232,11/20/1996,,26,,,,,,,52,,,,,,2,,,,,
2023,20443,Home,53,Duke,Ejiofor,,LB,,D. Ejiofor,"6'3""",264,4/24/1995,,27,,,,,,,53,,True,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Duke_Ejiofor_20443.png,,,
2023,21087,Home,55,Alex,Mollette,,OL,,A. Mollette,"6'2""",300,,,,,,,,,,55,,True,,,,2,,,,,
2023,21189,Home,56,Dareuan,Parker,,OL,,D. Parker,"6'4""",331,7/24/1998,,24,,,,,,,56,,True,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Dareuan_Parker_21189.png,,,
2023,22364,Home,57,Charles,Wiley,,DL,,C. Wiley,"6'2""",251,,,,,,,,,,57,,,,,,2,,,,,
2023,21456,Home,64,Jack,Snyder,,OL,,J. Snyder,"6'5""",306,,,,,,,,,,64,,True,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jack_Snyder_21456.png,,,
2023,21998,Home,65,Desmond,Noel,,OL,,D. Noel,"6'3""",301,,,,,,,,,,65,,,,,,2,,,,,
2023,22833,Home,70,John,Yarbrough,,OL,,J. Yarbrough,"6'4""",297,,,,,,,,,,70,,,,,,2,,,,,
2023,20280,Home,73,Tommy,Champion,,OL,,T. Champion,"6'4""",320,3/4/1997,,25,,,,,,,73,,True,,,,2,,,,,
2023,22852,Home,76,Sage,Doxtater,,OL,,S. Doxtater,"6'7""",316,,,,,,,,,,76,,True,,,,2,,,,,
2023,21193,Home,78,Dylan,Pasquali,,OL,,D. Pasquali,"6'4""",309,,,,,,,,,,78,,,,True,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Dylan_Pasquali_21193.png,,,
2023,22854,Home,79,James,Moore,,OL,,J. Moore,"6'3""",324,,,,,,,,,,79,,,,,,2,,,,,
2023,21266,Home,80,Ben,Putman,,WR,,B. Putman,"5'8""",181,,,,,,,,,,80,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Ben_Putman_21266.png,,,
2023,22872,Home,81,Davion,Davis,,WR,,D. Davis,,,,,,,,,,,,81,,,,,,2,,,,,
2023,21628,Home,89,Tim,Ward,,DL,,T. Ward,"6'5""",265,8/11/1997,,25,,,,,,,89,,True,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Tim_Ward_21628.png,,,
2023,22875,Home,96,Jack,Heflin,,DL,,J. Heflin,,,,,,,,,,,,96,,,,,,2,,,,,
2023,21946,Home,97,Glen,Logan,,DL,,G. Logan,"6'2""",298,,,,,,,,,,97,,True,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Glen_Logan_21946.png,,,
2023,21989,Home,98,C. J.,Brewer,,DL,,C. Brewer,"6'1""",288,,,,,,,,,,98,,True,,,,2,,,,,
2023,21004,Home,99,Trevon,Mason,,DL,,T. Mason,"6'5""",290,,,,,,,,,,99,,True,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Trevon_Mason_21004.png,,,
2023,21741,Visitor,0,Jose,Borregales,,K,,J. Borregales,"5'10""",206,,,,,,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jose_Borregales_21741.png,,,
2023,22005,Visitor,2,Javaris,Davis,,DB,,J. Davis,"5'8""",183,12/26/1996,,26,,,,,,,2,,True,,,,4,,,,,
2023,20512,Visitor,3,Deondre,Francois,,QB,,D. Francois,"6'1""",215,,,,,,,,,,3,,,,True,,4,,,,,
2023,20599,Visitor,5,Stephen,Guidry,,WR,,S. Guidry,"6'3""",201,3/25/1997,,25,,,,,,,5,,,,,,4,,,,,
2023,22605,Visitor,6,Paxton,Lynch,,QB,,P. Lynch,"6'7""",244,,,,,,,,,,6,,True,,,,4,,,,,
2023,21448,Visitor,8,Terrance,Smith,,LB,,T. Smith,"6'3""",219,5/3/1993,,29,,,,,,,8,,True,,,,4,,,,,
2023,21696,Visitor,9,Gerald,Willis,,DL,,G. Willis,"6'2""",297,,,,,,,,,,9,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Gerald_Willis_21696.png,,,
2023,21891,Visitor,10,Deddrick,Thomas,,WR,,D. Thomas,"5'8""",190,,,,,,,,,,10,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Deddrick_Thomas_21891.png,,,
2023,20929,Visitor,11,Cody,Latimer,,TE,,C. Latimer,"6'2""",215,10/10/1992,,30,,,,,,,11,,True,,,,4,,,,,
2023,20407,Visitor,12,Quinten,Dormady,,QB,,Q. Dormady,"6'3""",215,2/19/1996,,26,,,,,,,12,,,,,,4,,,,,
2023,20942,Visitor,13,Mike,Lee,,DB,,M. Lee,"5'9""",181,,,,,,,,,,13,,True,,,,4,,,,,
2023,22018,Visitor,14,Charleston,Rambo,,WR,,C. Rambo,"6'0""",177,,,,,,,,,,14,,True,,,,4,,,,,
2023,22354,Visitor,15,Javonta,Payton,,WR,,J. Payton,"6'0""",175,,,,,,,,,,15,,,,True,,4,,,,,
2023,20242,Visitor,16,Dontez,Byrd,,WR,,D. Byrd,"5'8""",176,8/9/1995,,27,,,,,,,16,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Dontez_Byrd_20242.png,,,
2023,22708,Visitor,17,Eli,Rogers,,WR,,E. Rogers,"5'10""",175,,,,,,,,,,17,,,,,,4,,,,,
2023,20783,Visitor,18,Andrew,Jamiel,,WR,,A. Jamiel,"5'8""",169,,,,,,,,,,18,,,,,,4,,,,,
2023,21895,Visitor,19,Johnny,Townsend,,P,,J. Townsend,"6'1""",210,2/14/1995,,28,,,,,,,19,,,,,,4,,,,,
2023,20221,Visitor,20,Baylen,Buchanan,,DB,,B. Buchanan,"5'10""",191,6/19/1998,,24,,,,,,,20,,True,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Baylen_Buchanan_20221.png,,,
2023,21664,Visitor,21,Shaquille,Wiggins,,DB,,S. Wiggins,"5'9""",169,1/8/2018,,5,,,,,,,21,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Shaquille_Wiggins_21664.png,,,
2023,20444,Visitor,22,Matt,Elam,,DB,,M. Elam,"5'9""",208,9/21/1991,,31,,,,,,,22,,True,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Matt_Elam_20444.png,,,
2023,20723,Visitor,23,Najeem,Hosein,,DB,,N. Hosein,"6'0""",195,,,,,,,,,,23,,True,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Najeem_Hosein_20723.png,,,
2023,21517,Visitor,24,Roman,Tatum,,DB,,R. Tatum,"5'8""",177,,,,,,,,,,24,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Roman_Tatum_21517.png,,,
2023,20649,Visitor,25,Josh,Harvey-Clemons,,DL,,J. Harvey-Clemons,"6'4""",217,2/20/1994,,28,,,,,,,25,,,,True,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Josh_Harvey-Clemons_20649.png,,,
2023,21528,Visitor,28,Kelvin,Taylor,,RB,,K. Taylor,"5'10""",207,9/28/1993,,29,,,,,,,28,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Kelvin_Taylor_21528.png,,,
2023,22888,Visitor,29,Trumaine,Washington,,DB,,T. Washington,"5'9""",185,,,,,,,,,,29,,,,,,4,,,,,
2023,20997,Visitor,30,Jah-Maine,Martin,,RB,,J. Martin,"5'9""",215,,,,,,,,,,30,,True,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jah-Maine_Martin_20997.png,,,
2023,21941,Visitor,31,Lakia,Henry,,LB,,L. Henry,"5'11""",231,,,,,,,,,,31,,,,True,,4,,,,,
2023,21333,Visitor,32,Justin,Rogers,,DB,,J. Rogers,"5'11""",195,,,,,,,,,,32,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Justin_Rogers_21333.png,,,
2023,20308,Visitor,34,Nick,Coe,,DL,,N. Coe,"6'4""",280,8/12/1997,,25,,,,,,,34,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Nick_Coe_20308.png,,,
2023,20841,Visitor,36,Jacoby,Jones,,DL,,J. Jones,"6'2""",267,,,,,,,,,,36,,True,,,,4,,,,,
2023,21121,Visitor,38,Marcus,Murphy,,DB,,M. Murphy,"5'11""",198,9/17/1998,,24,,,,,,,38,,,,,,4,,,,,
2023,21550,Visitor,40,Erroll,Thompson,,LB,,E. Thompson,"6'0""",239,10/1/1997,,25,,,,,,,40,,,,,,4,,,,,
2023,20546,Visitor,41,Jeremiah,Gemmel,,LB,,J. Gemmel,"6'0""",225,,,,,,,,,,41,,,,,,4,,,,,
2023,21244,Visitor,44,Terrance,Plummer,,LB,,T. Plummer,"5'11""",241,6/20/1990,,32,,,,,,,44,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Terrance_Plummer_21244.png,,,
2023,22319,Visitor,46,Tegray,Scales,,LB,,T. Scales,"6'0""",230,5/10/1996,,26,,,,,,,46,,,,,,4,,,,,
2023,20134,Visitor,48,Ja'Quain,Blakely,,DL,,J. Blakely,"6'1""",269,,,,,,,,,,48,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jaquain_Blakely_20134.png,,,
2023,21162,Visitor,49,Emmanuel,Olenga,,DL,,E. Olenga,"6'4""",250,,,,,,,,,,49,,,,True,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Emmanuel_Olenga_21162.png,,,
2023,22878,Visitor,55,David,Moore,,OL,,D. Moore,"6'2""",316,,,,,,,,,,55,,True,,,,4,,,,,
2023,20992,Visitor,56,Stansly,Maponga,,DL,,S. Maponga,"6'1""",256,3/5/1991,,31,,,,,,,56,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Stansly_Maponga_20992.png,,,
2023,21461,Visitor,58,Jalen,Spady,,OL,,J. Spady,"6'2""",310,,,,,,,,,,58,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jalen_Spady_21461.png,,,
2023,20527,Visitor,59,Ze'Veyon,Furcron,,OL,,Z. Furcron,"5'11""",321,,,,,,,,,,59,,True,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Zeveyon_Furcron_20527.png,,,
2023,22590,Visitor,64,Fred,Lauina,,OL,,F. Lauina,"6'4""",315,,,,,,,,,,64,,True,,,,4,,,,,
2023,20750,Visitor,65,Jordan,Ighofose,,OL,,J. Ighofose,"6'2""",326,,,,,,,,,,65,,,,,,4,,,,,
2023,20384,Visitor,70,Sunday,Deng,,OL,,S. Deng,"6'5""",287,,,,,,,,,,70,,,,,,4,,,,,
2023,20080,Visitor,75,Ja'Chai,Baker,,OL,,J. Baker,"6'5""",321,,,,,,,,,,75,,True,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jachai_Baker_20080.png,,,
2023,22414,Visitor,77,Abdul,Beecham,,OL,,A. Beecham,"6'3""",320,,,,,,,,,,77,,True,,,,4,,,,,
2023,20105,Visitor,80,Ryan,Becker,,TE,,R. Becker,"6'4""",245,12/23/1997,,25,,,,,,,80,,True,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Ryan_Becker_20105.png,,,
2023,20272,Visitor,87,Logan,Carter,,TE,,L. Carter,"6'3""",245,,,,,,,,,,87,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Logan_Carter_20272.png,,,
2023,22001,Visitor,88,Caeveon,Patton,,DL,,C. Patton,"6'1""",291,,,,,,,,,,88,,,,,,4,,,,,
2023,21514,Visitor,94,Khristian,Tate,,DL,,K. Tate,"5'11""",280,,,,,,,,,,94,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Khristian_Tate_21514.png,,,
2023,21365,Visitor,99,Trevon,Sanders,,DL,,T. Sanders,"6'1""",317,,,,,,,,,,99,,,,True,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Trevon_Sanders_21365.png,,,
